run_code,company_id,date,file_type,taxonomy,balance_sheet_date,companies_house_registered_number,entity_current_legal_name,company_dormant,average_number_employees_during_period,period_start,period_end,tangible_fixed_assets,debtors,cash_bank_in_hand,current_assets,creditors_due_within_one_year,creditors_due_after_one_year,net_current_assets_liabilities,total_assets_less_current_liabilities,net_assets_liabilities_including_pension_asset_liability,called_up_share_capital,profit_loss_account_reserve,shareholder_funds,turnover_gross_operating_revenue,other_operating_income,cost_sales,gross_profit_loss,administrative_expenses,raw_materials_consumables,staff_costs,depreciation_other_amounts_written_off_tangible_intangible_fixed_assets,other_operating_charges_format2,operating_profit_loss,profit_loss_on_ordinary_activities_before_tax,tax_on_profit_or_loss_on_ordinary_activities,profit_loss_for_period,error,zip_url,revenue_per_employee
Prod223_3873,12439034,2024-02-29,html,,2024-02-29,12439034,TIPPMEE LIMITED,False,,2023-02-28,2023-02-28,,,,4824.0,,,3121.0,3121.0,-20412.0,,,-20412.0,,,,,,,,,,,,,,,,
Prod223_3873,12442410,2024-07-31,html,,2024-07-31,12442410,Cookstar Medical Ltd,False,,2024-07-31,2024-07-31,2854.0,3340.0,3364.0,6704.0,,,3911.0,6765.0,6765.0,2.0,6763.0,2.0,,,,,,,,,,,,,,,,
Prod223_3873,12442410,2024-07-31,html,,2024-07-31,12442410,Cookstar Medical Ltd,False,,2023-07-31,2023-07-31,4901.0,3290.0,3121.0,6411.0,,,4508.0,9409.0,9409.0,2.0,9407.0,2.0,,,,,,,,,,,,,,,,
Prod223_3873,12455326,2024-02-29,html,,2024-02-29,12455326,SAINT ARMSTRONG LTD,False,0.0,2024-02-29,2024-02-29,2511.0,,,1075.0,,,1075.0,3586.0,-16484.0,,,-16484.0,,,,,,,,,,,,,,,,
Prod223_3873,12455326,2024-02-29,html,,2024-02-29,12455326,SAINT ARMSTRONG LTD,False,0.0,2023-02-28,2023-02-28,2511.0,,,1050.0,,,1050.0,3561.0,-11509.0,,,-11509.0,,,,,,,,,,,,,,,,
Prod223_3873,12456830,2024-02-29,html,,2024-02-29,12456830,SHINING CARE TRAINING LTD,False,0.0,2024-02-29,2024-02-29,6318.0,,22258.0,,,,20350.0,,26668.0,,,26668.0,,,,,,,,,,,,,,,,
Prod223_3873,12456830,2024-02-29,html,,2024-02-29,12456830,SHINING CARE TRAINING LTD,False,0.0,2023-02-28,2023-02-28,6318.0,,11648.0,,,,9740.0,,16058.0,,,16058.0,,,,,,,,,,,,,,,,
Prod223_3873,12468413,2024-02-29,html,,2024-02-29,12468413,Eirene Studio Limited,True,,2024-02-29,2024-02-29,,,,100.0,,,100.0,100.0,100.0,,,100.0,,,,,,,,,,,,,,,,
Prod223_3873,12468413,2024-02-29,html,,2024-02-29,12468413,Eirene Studio Limited,True,,2023-02-28,2023-02-28,,,,100.0,,,100.0,100.0,100.0,,,100.0,,,,,,,,,,,,,,,,
Prod223_3873,12482679,2023-02-28,html,,2023-02-28,12482679,KIBUNGO SERVICES LTD,False,1.0,2023-02-28,2023-02-28,,,,4753.0,,,538.0,538.0,131.0,,,131.0,,,,,,,,,,,,,,,,
Prod223_3873,12482679,2023-02-28,html,,2023-02-28,12482679,KIBUNGO SERVICES LTD,False,1.0,2022-02-28,2022-02-28,,,,5155.0,,,2273.0,2273.0,2273.0,,,2273.0,,,,,,,,,,,,,,,,
Prod223_3873,12490726,2024-11-30,html,,2024-11-30,12490726,Doras Consultancy Ltd,False,1.0,2024-11-30,2024-11-30,1321.0,,27532.0,27532.0,,,9266.0,,10587.0,,,100.0,,,,,,,,,,,,,,,,
Prod223_3873,12490726,2024-11-30,html,,2024-11-30,12490726,Doras Consultancy Ltd,False,1.0,2023-11-30,2023-11-30,,2000.0,6475.0,8475.0,,,4713.0,,4713.0,,,100.0,,,,,,,,,,,,,,,,
Prod223_3873,12498719,2024-03-31,html,,2024-03-31,12498719,VALERA SERVICES LIMITED,False,0.0,2024-03-31,2024-03-31,,,,15545.0,,,12268.0,12268.0,12268.0,,,12268.0,,,,,,,,,,,,,,,,
Prod223_3873,12498719,2024-03-31,html,,2024-03-31,12498719,VALERA SERVICES LIMITED,False,0.0,2023-03-31,2023-03-31,,,,1018.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
Prod223_3873,12505850,2024-03-31,html,,2024-03-31,12505850,INGEX UK LTD,False,1.0,2024-03-31,2024-03-31,163979.0,199734.0,68869.0,268603.0,,,150530.0,13449.0,13449.0,,,101.0,,,,,,,,,,,,,,,,
Prod223_3873,12505850,2024-03-31,html,,2024-03-31,12505850,INGEX UK LTD,False,1.0,2023-03-31,2023-03-31,163979.0,151054.0,117507.0,268561.0,,,147736.0,16243.0,16243.0,,,101.0,,,,,,,,,,,,,,,,
Prod223_3873,12510428,2024-05-31,html,,2024-05-31,12510428,NCS WOUND CARE CONSULTING LTD,False,1.0,2024-05-31,2024-05-31,687.0,,,3245.0,725.0,,2520.0,3207.0,3157.0,,,3157.0,,,,,,,,,,,,,,,,
Prod223_3873,12510428,2024-05-31,html,,2024-05-31,12510428,NCS WOUND CARE CONSULTING LTD,False,1.0,2023-05-31,2023-05-31,81.0,,,725.0,644.0,,81.0,162.0,162.0,,,162.0,,,,,,,,,,,,,,,,
Prod223_3873,12511046,2024-11-30,html,,2024-11-30,12511046,POWERICAL LTD,False,2.0,2024-11-30,2024-11-30,,7894.0,6561.0,14455.0,,,2889.0,,2889.0,,,100.0,,,,,,,,,,,,,,,,
Prod223_3873,12511046,2024-11-30,html,,2024-11-30,12511046,POWERICAL LTD,False,2.0,2023-11-30,2023-11-30,,5958.0,2124.0,8082.0,,,667.0,,667.0,,,100.0,,,,,,,,,,,,,,,,
Prod223_3873,12515155,2024-03-31,html,,2024-03-31,12515155,Blatchington Hill Flats (Seaford) Ltd,False,0.0,2024-03-31,2024-03-31,,,,11676.0,,,11376.0,11376.0,,,,11376.0,,,,,,,,,,,,,,,,
Prod223_3873,12515155,2024-03-31,html,,2024-03-31,12515155,Blatchington Hill Flats (Seaford) Ltd,False,0.0,2023-03-31,2023-03-31,,,,1850.0,,,1550.0,1550.0,,,,1550.0,,,,,,,,,,,,,,,,
Prod223_3873,12515832,2024-12-31,html,,2024-12-31,12515832,THE ORMSTON LTD,False,1.0,2024-12-31,2024-12-31,150155.0,,,89.0,,,150236.0,81.0,81.0,,,81.0,,,,,,,,,,,,,,,,
Prod223_3873,12515832,2024-12-31,html,,2024-12-31,12515832,THE ORMSTON LTD,False,1.0,2024-03-31,2024-03-31,150155.0,,,89.0,,,150236.0,81.0,81.0,,,81.0,,,,,,,,,,,,,,,,
Prod223_3873,12516260,2024-07-31,html,,2024-07-31,12516260,Colourwheel North Hants Limited,False,2.0,2024-07-31,2024-07-31,3875.0,,,21134.0,,,18229.0,22104.0,13998.0,,,13998.0,,,,,,,,,,,,,,,,
Prod223_3873,12516260,2024-07-31,html,,2024-07-31,12516260,Colourwheel North Hants Limited,False,2.0,2023-07-31,2023-07-31,6920.0,,,23399.0,,,20147.0,27067.0,9491.0,,,9491.0,,,,,,,,,,,,,,,,
