run_code,company_id,date,file_type,taxonomy,balance_sheet_date,companies_house_registered_number,entity_current_legal_name,company_dormant,average_number_employees_during_period,period_start,period_end,tangible_fixed_assets,debtors,cash_bank_in_hand,current_assets,creditors_due_within_one_year,creditors_due_after_one_year,net_current_assets_liabilities,total_assets_less_current_liabilities,net_assets_liabilities_including_pension_asset_liability,called_up_share_capital,profit_loss_account_reserve,shareholder_funds,turnover_gross_operating_revenue,other_operating_income,cost_sales,gross_profit_loss,administrative_expenses,raw_materials_consumables,staff_costs,depreciation_other_amounts_written_off_tangible_intangible_fixed_assets,other_operating_charges_format2,operating_profit_loss,profit_loss_on_ordinary_activities_before_tax,tax_on_profit_or_loss_on_ordinary_activities,profit_loss_for_period,error,zip_url
Prod223_3873,09192049,2024-08-31,html,,2024-08-31,09192049,GMS Property Group Limited,False,2.0,2022-09-01,2023-08-31,,,,,,,,,,,,,,,,,,,,,,,,,63689.0,,
Prod223_3873,09209303,2024-09-30,html,,2024-09-30,09209303,JOHN BUILDING LTD,False,0.0,2023-10-01,2024-09-30,,,,,,,,,,,,,219558.0,,,,,87883.0,98521.0,,14188.0,,,,18966.0,,
Prod223_3873,09444243,2024-02-29,html,,2024-02-29,09444243,MESSRS DAVIES (PENLAN FARM) LTD.,False,1.0,2023-03-01,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,44856.0,,
Prod223_3873,09524693,2024-04-30,html,,2024-04-30,09524693,LEMON IT LIMITED,False,2.0,2023-05-01,2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,7353.0,,
Prod223_3873,09542579,2024-04-30,html,,2024-04-30,09542579,Fifth Season Limited,False,1.0,2023-05-01,2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,12448.0,,
Prod223_3873,09553583,2024-04-30,html,,2024-04-30,09553583,WM IFA LIMITED,False,0.0,2022-05-01,2023-04-30,,,,,,,,,,,,,0.0,80000.0,,,,0.0,0.0,0.0,0.0,,,0.0,80000.0,,
Prod223_3873,09570195,2024-06-30,html,,2024-06-30,09570195,WORKPLATFORM HOLDINGS LIMITED,False,2.0,2023-07-01,2024-06-30,,,,,,,,,,,,,,,13131911.0,,2314937.0,,1481755.0,,,,,340078.0,1001157.0,,
Prod223_3873,09570195,2024-06-30,html,,2024-06-30,09570195,WORKPLATFORM HOLDINGS LIMITED,False,2.0,2022-07-01,2023-06-30,,,,,,,,,,,,,,,17159166.0,,2256099.0,,1434273.0,,,,,514391.0,1984459.0,,
Prod223_3873,09576930,2024-05-31,html,,2024-05-31,09576930,REDKYTE LTD,False,1.0,2023-06-01,2024-05-31,,,,,,,,,,,,,193252.0,0.0,,,,0.0,,1118.0,56552.0,,,,135582.0,,
Prod223_3873,09576930,2024-05-31,html,,2024-05-31,09576930,REDKYTE LTD,False,1.0,2022-06-01,2023-05-31,,,,,,,,,,,,,149963.0,0.0,,,,0.0,,1194.0,50223.0,,,19513.0,79033.0,,
Prod223_3873,09635136,2024-06-30,html,,2024-06-30,09635136,MEDISENSE MEDICAL EDUCATION LTD,False,0.0,2023-07-01,2024-06-30,,,,,,,,,,,,,11000.0,0.0,,,,899.0,0.0,0.0,0.0,,,1919.0,8182.0,,
Prod223_3873,09736929,2024-08-31,html,,2024-08-31,09736929,RGB SERVICES LIMITED,False,1.0,2023-09-01,2024-08-31,,,,,,,,,,,,,63040.0,,,,,32388.0,12586.0,6736.0,8847.0,,,599.0,1884.0,,
Prod223_3873,09736929,2024-08-31,html,,2024-08-31,09736929,RGB SERVICES LIMITED,False,1.0,2022-09-01,2023-08-31,,,,,,,,,,,,,79128.0,,,,,50671.0,11776.0,7534.0,7541.0,,,405.0,1201.0,,
Prod223_3873,09785923,2024-09-30,html,,2024-09-30,09785923,ELLIOTT NASH PROPERTY LIMITED,False,0.0,2023-10-01,2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,,499768.0,,
Prod223_3873,09785923,2024-09-30,html,,2024-09-30,09785923,ELLIOTT NASH PROPERTY LIMITED,False,0.0,2022-10-01,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,13747.0,,
Prod223_3873,09814301,2024-10-31,html,,2024-10-31,09814301,SOLUTIONS HQ LTD,False,0.0,2023-11-01,2024-10-31,,,,,,,,,,,,,23424.0,0.0,,,,22211.0,0.0,0.0,0.0,,,0.0,1213.0,,
Prod223_3873,09821046,2024-10-09,html,,2024-10-09,09821046,HILL 2015 LIMITED,,3.0,2023-10-10,2024-10-09,,,,,,,,,,,,,,,,,,,,,,,,,243.0,,
Prod223_3873,09821046,2024-10-09,html,,2024-10-09,09821046,HILL 2015 LIMITED,,3.0,2022-10-10,2023-10-09,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,
Prod223_3873,09827779,2024-10-31,html,,2024-10-31,09827779,PINNEY TALFOURD WEALTH MANAGEMENT LIMITED,False,0.0,2023-11-01,2024-10-31,,,,,,,,,,,,,100422.0,0.0,,,,0.0,0.0,0.0,168.0,,,23366.0,76888.0,,
Prod223_3873,09827779,2024-10-31,html,,2024-10-31,09827779,PINNEY TALFOURD WEALTH MANAGEMENT LIMITED,False,0.0,2022-11-01,2023-10-31,,,,,,,,,,,,,79302.0,63.0,,,,0.0,0.0,0.0,162.0,,,15037.0,64166.0,,
Prod223_3873,09837214,2024-10-31,html,,2024-10-31,09837214,RXI Wealth Limited,False,3.0,2023-11-01,2024-10-31,,,,,,,,,,,,,,,8941.0,,145498.0,,90880.0,,,,72720.0,18009.0,54711.0,,
Prod223_3873,09837214,2024-10-31,html,,2024-10-31,09837214,RXI Wealth Limited,False,3.0,2022-11-01,2023-10-31,,,,,,,,,,,,,,,15192.0,,131763.0,,84247.0,,,,72551.0,15096.0,57455.0,,
Prod223_3873,09852284,2024-03-30,html,,2024-03-30,09852284,UNITED SMART LTD,False,1.0,2023-03-31,2024-03-30,,,,,,,,,,,,,,,,,,,,,,,,,68101.0,,
Prod223_3873,10100148,2024-04-30,html,,2024-04-30,10100148,VDM LTD,False,1.0,2023-05-01,2024-04-30,,,,,,,,,,,,,52261.0,,,,,43602.0,6400.0,,,,,,2259.0,,
Prod223_3873,10100148,2024-04-30,html,,2024-04-30,10100148,VDM LTD,False,1.0,2022-05-01,2023-04-30,,,,,,,,,,,,,34221.0,,,,,16215.0,8800.0,,,,,,9206.0,,
Prod223_3873,10104772,2024-04-30,html,,2024-04-30,10104772,Abc(Essex) Medical Ltd,False,2.0,2023-05-01,2024-04-30,,,,,,,,,,,,,101028.0,,,,,28833.0,23473.0,,,,,,18200.0,,
Prod223_3873,10107496,2024-04-30,html,,2024-04-30,10107496,WESWIDE LTD,False,2.0,2023-05-01,2024-04-30,,,,,,,,,,,,,550.0,0.0,,,,100.0,50.0,50.0,50.0,,,0.0,300.0,,
Prod223_3873,10107496,2024-04-30,html,,2024-04-30,10107496,WESWIDE LTD,False,2.0,2022-05-01,2023-04-30,,,,,,,,,,,,,200.0,0.0,,,,80.0,30.0,30.0,20.0,,,0.0,40.0,,
Prod223_3873,10114106,2024-04-30,html,,2024-04-30,10114106,ANSRIT COMPLEX CARE LTD,False,1.0,2023-05-01,2024-04-30,,,,,,,,,,,,,56045.0,,,,,825.0,33600.0,2285.0,15971.0,,,,3364.0,,
Prod223_3873,10114106,2024-04-30,html,,2024-04-30,10114106,ANSRIT COMPLEX CARE LTD,False,1.0,2022-05-01,2023-04-30,,,,,,,,,,,,,30062.0,,,,,490.0,6055.0,2285.0,18951.0,,,,2281.0,,
Prod223_3873,10132184,2024-04-30,html,,2024-04-30,10132184,BARBAROSSA CONSTRUCTION LIMITED,False,11.0,2022-05-01,2023-04-30,,,,,,,,,,,,,,,,,,,,,,,,,225533.0,,
Prod223_3873,10154645,2024-04-30,html,,2024-04-30,10154645,ENTERTAINMENT VISION SOUND INSURANCE BROKERS LIMITED,False,2.0,2023-05-01,2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,65873.0,,
Prod223_3873,10154645,2024-04-30,html,,2024-04-30,10154645,ENTERTAINMENT VISION SOUND INSURANCE BROKERS LIMITED,False,2.0,2022-05-01,2023-04-30,,,,,,,,,,,,,,,,,,,,,,,,,166598.0,,
Prod223_3873,10195609,2024-06-30,html,,2024-06-30,10195609,MR.G'S DESIGNS LIMITED,False,1.0,2023-07-01,2024-06-30,,,,,,,,,,,,,2420.0,,,,,,,,,,,,2420.0,,
Prod223_3873,10339116,2024-08-31,html,,2024-08-31,10339116,Design & Development Engineering Limited,False,2.0,2023-09-01,2024-08-31,,,,,,,,,,,,,407488.0,,239053.0,168435.0,130391.0,248355.0,,,,,38073.0,-15439.0,53512.0,,
Prod223_3873,10339116,2024-08-31,html,,2024-08-31,10339116,Design & Development Engineering Limited,False,2.0,2022-09-01,2023-08-31,,,,,,,,,,,,,490459.0,,328543.0,161916.0,82878.0,321050.0,,,,,79044.0,5203.0,73841.0,,
Prod223_3873,10386969,2023-09-30,html,,2023-09-30,10386969,CRESTMAX LIMITED,False,0.0,2022-10-01,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,2322.0,,
Prod223_3873,10535290,2024-04-30,html,,2024-04-30,10535290,WBFH Limited,False,2.0,2023-05-01,2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,91806.0,,
Prod223_3873,10722391,2024-04-30,html,,2024-04-30,10722391,RECRUITMENT WOLF LIMITED,False,2.0,2023-05-01,2024-04-30,,,,,,,,,,,,,450252.0,,,,,303701.0,86254.0,,42755.0,,,,17542.0,,
Prod223_3873,10735859,2024-04-30,html,,2024-04-30,10735859,Hair By Cloe Ltd,False,1.0,2023-05-01,2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,6258.0,,
Prod223_3873,10899721,2024-08-31,html,,2024-08-31,10899721,Tiemann & Co Ltd,False,2.0,2023-09-01,2024-08-31,,,,,,,,,,,,,68080.0,,5608.0,62472.0,42108.0,,,,,,20364.0,3869.0,16495.0,,
Prod223_3873,10899721,2024-08-31,html,,2024-08-31,10899721,Tiemann & Co Ltd,False,2.0,2022-09-01,2023-08-31,,,,,,,,,,,,,100066.0,,13467.0,86599.0,57241.0,,,,,,29358.0,5578.0,23780.0,,
Prod223_3873,10906561,2024-09-30,html,,2024-09-30,10906561,CHEUNG JACK KITCHEN LTD,,4.0,2023-10-01,2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,,15995.0,,
Prod223_3873,10906561,2024-09-30,html,,2024-09-30,10906561,CHEUNG JACK KITCHEN LTD,,4.0,2022-10-01,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,11258.0,,
Prod223_3873,10939615,2024-12-31,html,,2024-12-31,10939615,DAVE GREEN GARDENS LTD,False,0.0,2024-01-01,2024-12-31,,,,,,,,,,,,,120350.0,28.0,,,,69977.0,0.0,0.0,40233.0,,,1932.0,8236.0,,
Prod223_3873,11134831,2024-01-31,html,,2024-01-31,11134831,G&M SOLUTIONS LTD,False,1.0,2023-02-01,2024-01-31,,,,,,,,,,,,,118868.0,,,,,,28908.0,,,,30326.0,5970.0,24356.0,,
Prod223_3873,11134831,2024-01-31,html,,2024-01-31,11134831,G&M SOLUTIONS LTD,False,1.0,2022-02-01,2023-01-31,,,,,,,,,,,,,63471.0,,,,,,29264.0,,,,9551.0,1412.0,8139.0,,
Prod223_3873,11205231,2024-03-31,html,,2024-03-31,11205231,SUKI SHOCKER INTERIOR DESIGN LTD,False,1.0,2023-04-01,2024-03-31,,,,,,,,,,,,,115330.0,,45599.0,69731.0,29891.0,,,,,39840.0,39840.0,7570.0,32270.0,,
Prod223_3873,11205231,2024-03-31,html,,2024-03-31,11205231,SUKI SHOCKER INTERIOR DESIGN LTD,False,1.0,2022-04-01,2023-03-31,,,,,,,,,,,,,153308.0,,46057.0,107251.0,21505.0,,,,,85746.0,85707.0,16284.0,69423.0,,
Prod223_3873,11283419,2024-03-31,html,,2024-03-31,11283419,ANABEL DRIVERS LTD,False,2.0,2023-04-01,2024-03-31,,,,,,,,,,,,,36236.0,,,,,,25140.0,,10212.0,,,168.0,716.0,,
Prod223_3873,11283419,2024-03-31,html,,2024-03-31,11283419,ANABEL DRIVERS LTD,False,2.0,2022-04-01,2023-03-31,,,,,,,,,,,,,40770.0,,,,,,11523.0,,26796.0,,,466.0,1985.0,,
Prod223_3873,11305661,2024-04-30,html,,2024-04-30,11305661,HDMONA RESTAURANT & BAR LTD,False,7.0,2022-05-01,2023-04-30,,,,,,,,,,,,,,,,153158.0,90515.0,,,,,-8206.0,1154.0,549.0,605.0,,
Prod223_3873,11327272,2024-04-30,html,,2024-04-30,11327272,Khadija Property Ltd,False,1.0,2023-05-01,2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,5609.0,,
Prod223_3873,11336249,2024-04-30,html,,2024-04-30,11336249,LEELAND ESTATES LTD,False,0.0,2023-05-01,2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,5349.0,,
Prod223_3873,11345942,2024-05-31,html,,2024-05-31,11345942,Lofty Solution Limited,False,2.0,2023-06-01,2024-05-31,,,,,,,,,,,,,,,,,,,,,,,,,250741.0,,
Prod223_3873,11351397,2024-05-31,html,,2024-05-31,11351397,RELIABLE MST LTD,False,2.0,2023-06-01,2024-05-31,,,,,,,,,,,,,58340.0,,,,,,25352.0,,,,,4225.0,28763.0,,
Prod223_3873,11351397,2024-05-31,html,,2024-05-31,11351397,RELIABLE MST LTD,False,2.0,2022-06-01,2023-05-31,,,,,,,,,,,,,50862.0,,,,,257.0,20467.0,,3908.0,,,,26230.0,,
Prod223_3873,11374139,2024-05-31,html,,2024-05-31,11374139,PFOA TRAINING SERVICES LIMITED,False,4.0,2023-06-01,2024-05-31,,,,,,,,,,,,,,,,,,,,,,,,,12129.0,,
Prod223_3873,11374139,2024-05-31,html,,2024-05-31,11374139,PFOA TRAINING SERVICES LIMITED,False,4.0,2022-06-01,2023-05-31,,,,,,,,,,,,,,,,,,,,,,,,,81273.0,,
Prod223_3873,11437275,2024-03-31,html,,2024-03-31,11437275,KERMASHAN LIMITED,False,0.0,2023-04-01,2024-03-31,,,,,,,,,,,,,14012.0,0.0,,,,0.0,0.0,0.0,6271.0,,,1471.0,6270.0,,
Prod223_3873,11451745,2023-12-31,html,,2023-12-31,11451745,PRESTIGE COUNTRY PARKS LIMITED,False,0.0,2023-01-01,2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,208417.0,,
Prod223_3873,11451745,2023-12-31,html,,2023-12-31,11451745,PRESTIGE COUNTRY PARKS LIMITED,False,0.0,2022-01-01,2022-12-31,,,,,,,,,,,,,,,,,,,,,,,,,574542.0,,
Prod223_3873,11551917,2024-09-30,html,,2024-09-30,11551917,COD TRANS LTD,False,0.0,2023-10-01,2024-09-30,,,,,,,,,,,,,178218.0,,,,,74866.0,76213.0,,14211.0,,,,12928.0,,
Prod223_3873,11643234,2024-07-31,html,,2024-07-31,11643234,EM NORMANDIE UK LIMITED,False,13.0,2023-08-01,2024-07-31,,,,,,,,,,,,,,,,,1758042.0,,736017.0,,,,24892.0,3935.0,20957.0,,
Prod223_3873,11643234,2024-07-31,html,,2024-07-31,11643234,EM NORMANDIE UK LIMITED,False,13.0,2022-08-01,2023-07-31,,,,,,,,,,,,,,,,,1876955.0,,794700.0,,,,124473.0,28549.0,95924.0,,
Prod223_3873,11839787,2024-03-31,html,,2024-03-31,11839787,C LIGHT WINDOWS LTD,False,4.0,2023-04-01,2024-03-31,,,,,,,,,,,,,378764.0,,312159.0,66605.0,52389.0,,,,,14216.0,14216.0,2701.0,11515.0,,
Prod223_3873,11839787,2024-03-31,html,,2024-03-31,11839787,C LIGHT WINDOWS LTD,False,4.0,2022-04-01,2023-03-31,,,,,,,,,,,,,353944.0,,290414.0,63530.0,59609.0,,,,,3921.0,3857.0,733.0,3124.0,,
Prod223_3873,11852366,2024-07-31,html,,2024-07-31,11852366,KRONE TRAILER UK LTD,False,8.0,2023-08-01,2024-07-31,,,,,,,,,,,,,,,14853035.0,,818621.0,,724916.0,,,,251300.0,66508.0,184792.0,,
Prod223_3873,11852366,2024-07-31,html,,2024-07-31,11852366,KRONE TRAILER UK LTD,False,8.0,2022-08-01,2023-07-31,,,,,,,,,,,,,,,35538031.0,,1729231.0,,1062341.0,,,,405019.0,85036.0,319983.0,,
Prod223_3873,11921553,2024-04-30,html,,2024-04-30,11921553,XPRESS TRAVEL SERVICES LTD,False,1.0,2023-05-01,2024-04-30,,,,,,,,,,,,,32967.0,1229.0,,,,,12000.0,,19435.0,,,,2761.0,,
Prod223_3873,11921553,2024-04-30,html,,2024-04-30,11921553,XPRESS TRAVEL SERVICES LTD,False,1.0,2022-05-01,2023-04-30,,,,,,,,,,,,,40774.0,,,,,,20250.0,,18206.0,,,,2318.0,,
Prod223_3873,11923651,2024-04-30,html,,2024-04-30,11923651,T & M Technologies Ltd,False,1.0,2023-05-01,2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,9706.0,,
Prod223_3873,11937251,2024-04-30,html,,2024-04-30,11937251,LOVE WREXHAM MAGAZINE LTD,False,3.0,2023-05-01,2024-04-30,,,,,,,,,,,,,62804.0,0.0,,,,20050.0,24994.0,398.0,10686.0,,,0.0,6676.0,,
Prod223_3873,11949347,2024-04-30,html,,2024-04-30,11949347,TWO BRASS MONKEYS LIMITED,False,2.0,2023-05-01,2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,1308.0,,
Prod223_3873,11956033,2024-04-30,html,,2024-04-30,11956033,Big Brain Group Ltd,False,2.0,2023-05-01,2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,28715.0,,
Prod223_3873,11960858,2024-08-31,html,,2024-08-31,11960858,TPW GLOBAL LTD,False,4.0,2023-09-01,2024-08-31,,,,,,,,,,,,,,,20117410.0,,22750910.0,,804000.0,,,,,2187805.0,5013115.0,,
Prod223_3873,11960858,2024-08-31,html,,2024-08-31,11960858,TPW GLOBAL LTD,False,4.0,2022-09-01,2023-08-31,,,,,,,,,,,,,,,18878427.0,,18677799.0,,564032.0,,,,,1323381.0,2870959.0,,
Prod223_3873,12002354,2024-05-31,html,,2024-05-31,12002354,DAMP KNIGHT COMEDY LTD,False,5.0,2023-06-01,2024-05-31,,,,,,,,,,,,,543.0,,0.0,543.0,0.0,,,,,230.0,230.0,0.0,230.0,,
Prod223_3873,12002354,2024-05-31,html,,2024-05-31,12002354,DAMP KNIGHT COMEDY LTD,False,5.0,2022-06-01,2023-05-31,,,,,,,,,,,,,1408.0,,0.0,1408.0,0.0,,,,,661.0,661.0,0.0,661.0,,
Prod223_3873,12032184,2024-06-30,html,,2024-06-30,12032184,HOLLOW OAK GLAMPING LTD,False,2.0,2022-07-01,2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,5981.0,,
Prod223_3873,12063587,2024-06-30,html,,2024-06-30,12063587,Eurotyres Limited,False,2.0,2023-07-01,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,58930.0,,
Prod223_3873,12121024,2024-06-30,html,,2024-06-30,12121024,BENHAM HOLDINGS LIMITED,False,3.0,2023-07-01,2024-06-30,,,,,,,,,,,,,,,7593247.0,,2654433.0,,4638638.0,,,,,66232.0,536676.0,,
Prod223_3873,12121024,2024-06-30,html,,2024-06-30,12121024,BENHAM HOLDINGS LIMITED,False,3.0,2022-07-01,2023-06-30,,,,,,,,,,,,,,,5738760.0,,2468238.0,,4185143.0,,,,,38367.0,721471.0,,
Prod223_3873,12228316,2024-05-25,html,,2024-05-25,12228316,Nxt Steps Recruitment Ltd,False,,2023-05-26,2024-05-25,,,,,,,,,,,,,81147.0,,,,,,6661.0,-8000.0,-23779.0,,,,42707.0,,
Prod223_3873,12269425,2024-11-30,html,,2024-11-30,12269425,AUTOMOTIVE PASSION LIMITED,False,1.0,2022-12-01,2023-11-30,,,,,,,,,,,,,133220.0,,,,,131470.0,,,,,,,1750.0,,
Prod223_3873,12276938,2024-03-31,html,,2024-03-31,12276938,RAJ JEWELLERS & SONS LIMITED,False,4.0,2023-04-01,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,431735.0,,
Prod223_3873,12276938,2024-03-31,html,,2024-03-31,12276938,RAJ JEWELLERS & SONS LIMITED,False,4.0,2022-04-01,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,490773.0,,
Prod223_3873,12354281,2024-12-31,html,,2024-12-31,12354281,SAI SARATHY LTD,False,1.0,2024-01-01,2024-12-31,,,,,,,,,,,,,2237.0,,,2237.0,1364.0,,,,,873.0,873.0,,873.0,,
Prod223_3873,12354281,2024-12-31,html,,2024-12-31,12354281,SAI SARATHY LTD,False,1.0,2023-01-01,2023-12-31,,,,,,,,,,,,,1743.0,,,1743.0,1312.0,,,,,431.0,431.0,,431.0,,
Prod223_3873,12383099,2024-01-31,html,,2024-01-31,12383099,NUSKOOL ENTERTAINMENT LTD,False,0.0,2023-02-01,2024-01-31,,,,,,,,,,,,,1500.0,,0.0,1500.0,540.0,,,,,960.0,960.0,0.0,960.0,,
Prod223_3873,12383099,2024-01-31,html,,2024-01-31,12383099,NUSKOOL ENTERTAINMENT LTD,False,0.0,2022-02-01,2023-01-31,,,,,,,,,,,,,1000.0,,0.0,1000.0,540.0,,,,,460.0,460.0,0.0,460.0,,
Prod223_3873,12536488,2024-03-31,html,,2024-03-31,12536488,DARI-ANNA CONSULT LTD,False,2.0,2023-04-01,2024-03-31,,,,,,,,,,,,,,,29050.0,59950.0,57300.0,,,,,2650.0,2650.0,503.0,2147.0,,
Prod223_3873,12536488,2024-03-31,html,,2024-03-31,12536488,DARI-ANNA CONSULT LTD,False,2.0,2022-04-01,2023-03-31,,,,,,,,,,,,,,,19120.0,53880.0,50580.0,,,,,3300.0,3300.0,627.0,2673.0,,
Prod223_3873,12597062,2023-12-31,html,,2023-12-31,12597062,Murzuq Oil Services Limited,False,26.0,2023-01-01,2023-12-31,,,,,,,,,,,,,,,13741270.0,,6396399.0,,,,,,,53885.0,1166008.0,,
Prod223_3873,12604531,2023-12-31,html,,2023-12-31,12604531,LADBROKE PROPERTY HOLDINGS LIMITED,False,0.0,2023-01-01,2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,1318939.0,,
Prod223_3873,12604531,2023-12-31,html,,2023-12-31,12604531,LADBROKE PROPERTY HOLDINGS LIMITED,False,0.0,2022-01-01,2022-12-31,,,,,,,,,,,,,,,,,,,,,,,,,643164.0,,
Prod223_3873,12627268,2024-05-31,html,,2024-05-31,12627268,Caspian Property Limited,False,3.0,2023-06-01,2024-05-31,,,,,,,,,,,,,,,,,,,,,,,,,7562.0,,
Prod223_3873,12629735,2024-05-31,html,,2024-05-31,12629735,INNOVATION DELIVERED LTD,False,2.0,2023-06-01,2024-05-31,,,,,,,,,,,,,18211.0,,,,,,16139.0,,1804.0,,,,268.0,,
Prod223_3873,12823847,2024-03-31,html,,2024-03-31,12823847,ROASTED LEMON LTD,False,2.0,2022-04-01,2023-03-31,,,,,,,,,,,,,44194.0,,,,,10212.0,19267.0,4462.0,5331.0,,,,4922.0,,
Prod223_3873,12957835,2024-10-31,html,,2024-10-31,12957835,BEAR JOE LTD,False,4.0,2023-11-01,2024-10-31,,,,,,,,,,,,,,,,,,,,,,,,,87743.0,,
Prod223_3873,13068739,2024-12-31,html,,2024-12-31,13068739,POLAR SECURITY LTD,False,2.0,2024-01-01,2024-12-31,,,,,,,,,,,,,249420.0,,,,,96172.0,98600.0,,6660.0,,,9117.0,38871.0,,
Prod223_3873,13068739,2024-12-31,html,,2024-12-31,13068739,POLAR SECURITY LTD,False,2.0,2023-01-01,2023-12-31,,,,,,,,,,,,,233100.0,,,,,89880.0,92150.0,,6196.0,,,8298.0,36576.0,,
Prod223_3873,13087746,2024-12-31,html,,2024-12-31,13087746,ISOMATRIX LIMITED,False,0.0,2023-01-01,2023-12-31,,,,,,,,,,,,,22210.0,0.0,,,,0.0,0.0,0.0,10164.0,,,2874.0,9172.0,,
Prod223_3873,13092341,2024-07-31,html,,2024-07-31,13092341,PIANOWORKS (SUFFOLK) LTD,False,1.0,2023-08-01,2024-07-31,,,,,,,,,,,,,76.0,,,,,,,,65.0,,,,11.0,,
Prod223_3873,13092341,2024-07-31,html,,2024-07-31,13092341,PIANOWORKS (SUFFOLK) LTD,False,1.0,2022-08-01,2023-07-31,,,,,,,,,,,,,942.0,,,,,12.0,,,477.0,,,,453.0,,
Prod223_3873,13140851,2024-01-31,html,,2024-01-31,13140851,RAJPAL HOLDINGS LTD,False,0.0,2023-02-01,2024-01-31,,,,,,,,,,,,,,,,44643.0,18049.0,,,,,26594.0,7149.0,1358.0,5791.0,,
Prod223_3873,13207926,2023-03-31,html,,2023-03-31,13207926,VIVA HEALTH LABORATORIES LIMITED,False,26.0,2021-02-17,2022-03-31,,,,,,,,,,,,,,,6362789.0,,2089152.0,,1572029.0,,,,4673140.0,880613.0,3792527.0,,
Prod223_3873,13254836,2024-03-31,html,,2024-03-31,13254836,ROBIN HOOD SCAFFOLDING LTD,False,1.0,2023-04-01,2024-03-31,,,,,,,,,,,,,58706.0,,,,,1672.0,9096.0,750.0,29742.0,,,3315.0,14131.0,,
Prod223_3873,13254836,2024-03-31,html,,2024-03-31,13254836,ROBIN HOOD SCAFFOLDING LTD,False,1.0,2022-04-01,2023-03-31,,,,,,,,,,,,,4600.0,10675.0,,,,1500.0,,,8327.0,,,1089.0,4359.0,,
Prod223_3873,13309582,2024-04-30,html,,2024-04-30,13309582,LANGLAND CONSULTING LIMITED,False,0.0,2023-05-01,2024-04-30,,,,,,,,,,,,,3298.0,,,,,,,,2984.0,,,,314.0,,
Prod223_3873,13309582,2024-04-30,html,,2024-04-30,13309582,LANGLAND CONSULTING LIMITED,False,0.0,2022-05-01,2023-04-30,,,,,,,,,,,,,28730.0,,,,,,,575.0,1994.0,,,,26161.0,,
Prod223_3873,13331945,2024-04-30,html,,2024-04-30,13331945,LJC TRADING LTD,False,1.0,2023-05-01,2024-04-30,,,,,,,,,,,,,41829.0,0.0,,,,31652.0,6240.0,664.0,2632.0,,,248.0,393.0,,
Prod223_3873,13331945,2024-04-30,html,,2024-04-30,13331945,LJC TRADING LTD,False,1.0,2022-05-01,2023-04-30,,,,,,,,,,,,,50028.0,0.0,,,,20115.0,6240.0,400.0,13134.0,,,0.0,10139.0,,
Prod223_3873,13333541,2024-04-30,html,,2024-04-30,13333541,OLIVER DORMAN 2021 LIMITED,False,1.0,2023-05-01,2024-04-30,,,,,,,,,,,,,21729.0,0.0,,,,0.0,3625.0,562.0,3096.0,,,235.0,14211.0,,
Prod223_3873,13333541,2024-04-30,html,,2024-04-30,13333541,OLIVER DORMAN 2021 LIMITED,False,1.0,2022-05-01,2023-04-30,,,,,,,,,,,,,17187.0,0.0,,,,0.0,3750.0,562.0,1085.0,,,0.0,11790.0,,
Prod223_3873,13334961,2024-04-30,html,,2024-04-30,13334961,PROSPECT BLINDS LTD,False,2.0,2023-05-01,2024-04-30,,,,,,,,,,,,,47307.0,0.0,,,,14659.0,12500.0,0.0,18753.0,,,265.0,1130.0,,
Prod223_3873,13334961,2024-04-30,html,,2024-04-30,13334961,PROSPECT BLINDS LTD,False,2.0,2022-05-01,2023-04-30,,,,,,,,,,,,,31047.0,0.0,,,,9406.0,8492.0,0.0,9821.0,,,632.0,2696.0,,
Prod223_3873,13348868,2024-04-30,html,,2024-04-30,13348868,I AM YOUR GASMAN LTD,False,1.0,2023-05-01,2024-04-30,,,,,,,,,,,,,5281.0,,,,,,,,,,,,5281.0,,
Prod223_3873,13369507,2024-04-30,html,,2024-04-30,13369507,PROLINE DRAINAGE LIMITED,False,2.0,2023-05-01,2024-04-30,,,,,,,,,,,,,,,,,,,130766.0,,,,,,78907.0,,
