shareholder_funds,net_assets_liabilities_including_pension_asset_liability,Cluster
2.0,10580.0,0
2.0,25328.0,0
549388.0,549388.0,0
604759.0,604759.0,0
2.0,152.0,0
2.0,145.0,0
11946.0,11946.0,0
12137.0,12137.0,0
9840.0,9840.0,0
851.0,851.0,0
89067.0,89067.0,0
48857.0,48857.0,0
2.0,-46339.0,0
2.0,-42044.0,0
-59073.0,-59073.0,0
-57201.0,-57201.0,0
21079.0,21079.0,0
16308.0,16308.0,0
2.0,35561.0,0
2.0,31345.0,0
100.0,30100.0,0
100.0,30100.0,0
67464.0,67464.0,0
75061.0,75061.0,0
100.0,20607.0,0
100.0,22826.0,0
258191.0,258191.0,0
260465.0,260465.0,0
2.0,2965099.0,0
2.0,2668716.0,0
1.0,1.0,0
1.0,1.0,0
6433.0,6433.0,0
5204.0,5204.0,0
100.0,4632.0,0
100.0,16810.0,0
0.0,0.0,0
0.0,0.0,0
11611.0,11611.0,0
35929.0,35929.0,0
1000.0,-25181.0,0
1000.0,-25820.0,0
10.0,10.0,0
10.0,10.0,0
-242613.0,-242613.0,0
-136546.0,-136546.0,0
1000.0,1000.0,0
1000.0,1000.0,0
53330.0,53330.0,0
46088.0,46088.0,0
59701.0,59701.0,0
156726.0,156726.0,0
53.0,53.0,0
72.0,72.0,0
57.0,57.0,0
805.0,805.0,0
2.0,159257.0,0
2.0,122830.0,0
1000.0,65777.0,0
1000.0,95837.0,0
100.0,71203.0,0
100.0,59629.0,0
100.0,-1060.0,0
100.0,-890.0,0
100.0,4525.0,0
100.0,3771.0,0
1.0,1.0,0
1.0,1.0,0
31319.0,31319.0,0
33346.0,33346.0,0
1.0,50707.0,0
1.0,41158.0,0
2434.0,2434.0,0
2434.0,2434.0,0
0.0,0.0,0
0.0,0.0,0
1.0,1.0,0
1.0,1.0,0
122310.0,122310.0,0
63277.0,63277.0,0
100.0,90693.0,0
100.0,88346.0,0
1.0,1.0,0
1.0,1.0,0
2.0,2643.0,0
2.0,29927.0,0
100.0,35913.0,0
100.0,23814.0,0
100.0,453.0,0
100.0,945.0,0
1.0,-951.0,0
1.0,-951.0,0
-13195.0,-13195.0,0
-11130.0,-11130.0,0
20411.0,20411.0,0
23903.0,23903.0,0
1.0,1.0,0
1.0,1.0,0
100.0,6403.0,0
100.0,13978.0,0
144.0,144.0,0
962.0,962.0,0
100.0,17714.0,0
100.0,12120.0,0
18.0,18.0,0
18.0,18.0,0
8393.0,8393.0,0
74509.0,74509.0,0
291960.0,291960.0,0
326360.0,326360.0,0
100.0,67479.0,0
100.0,50817.0,0
370004.0,370004.0,0
390595.0,390595.0,0
10.0,10.0,0
10.0,10.0,0
1.0,1.0,0
1.0,1.0,0
10.0,753083.0,0
10.0,615036.0,0
343155.0,343155.0,0
358950.0,358950.0,0
1.0,41711.0,0
1.0,71801.0,0
59674.0,59674.0,0
59370.0,59370.0,0
2325.0,586289.0,0
2500.0,510146.0,0
100.0,100.0,0
100.0,100.0,0
-50626.0,-50626.0,0
-47743.0,-47743.0,0
29895.0,29895.0,0
10360.0,10360.0,0
691.0,691.0,0
243.0,243.0,0
26312.0,26312.0,0
24137.0,24137.0,0
3.0,-147181.0,0
3.0,378.0,0
2107.0,2107.0,0
213.0,213.0,0
16313.0,16313.0,0
14084.0,14084.0,0
100.0,-46375.0,0
100.0,28758.0,0
4.0,1243483.0,0
4.0,998471.0,0
102.0,678733.0,0
102.0,616566.0,0
2.0,2.0,0
2.0,2.0,0
100.0,100.0,0
100.0,100.0,0
1.0,56011.0,0
1.0,49345.0,0
100.0,23004.0,0
100.0,20163.0,0
1.0,5911.0,0
1.0,-2162.0,0
100.0,72039.0,0
100.0,85714.0,0
503235.0,503235.0,0
473658.0,473658.0,0
3.0,3.0,0
3.0,3.0,0
55993.0,55993.0,0
34961.0,34961.0,0
2.0,72667.0,0
2.0,39349.0,0
1453.0,1453.0,0
213.0,213.0,0
100.0,7557.0,0
100.0,9134.0,0
1.0,19835.0,0
1.0,665.0,0
2.0,2.0,0
2.0,2.0,0
6668.0,6668.0,0
12258.0,12258.0,0
79389.0,79389.0,0
73824.0,73824.0,0
21168.0,21168.0,0
20134.0,20134.0,0
-10687.0,-10687.0,0
-9955.0,-9955.0,0
2261.0,2261.0,0
4632.0,4632.0,0
-1063.0,-1063.0,0
2577.0,2577.0,0
20.0,49154.0,0
20.0,50.0,0
11234.0,3161370.0,0
11234.0,3111474.0,0
1.0,5215.0,0
1.0,-20147.0,0
14499.0,14499.0,0
17143.0,17143.0,0
100.0,624912.0,0
100.0,491574.0,0
367.0,367.0,0
100.0,100.0,0
1513.0,1513.0,0
13627.0,13627.0,0
-5412.0,-12624.0,0
-5412.0,-16675.0,0
500000.0,500000.0,0
500000.0,500000.0,0
1.0,125333.0,0
1.0,115520.0,0
10000.0,10000.0,0
10000.0,10000.0,0
16769.0,16769.0,0
16325.0,16325.0,0
900.0,1084282.0,0
900.0,852829.0,0
2702.0,2702.0,0
-452.0,-452.0,0
3398.0,17141290.0,0
3398.0,10473085.0,0
100.0,132.0,0
100.0,135.0,0
1.0,5713.0,0
1.0,5507.0,0
11857.0,11857.0,0
14067.0,14067.0,0
100.0,657.0,0
100.0,16984.0,0
14482.0,14482.0,0
13112.0,13112.0,0
2.0,498727.0,0
2.0,489125.0,0
277.0,277.0,0
337.0,337.0,0
18680.0,18680.0,0
16197.0,16197.0,0
-16283.0,-16283.0,0
-20135.0,-20135.0,0
100.0,43911.0,0
100.0,47997.0,0
10843.0,10843.0,0
20012.0,20012.0,0
1.0,42598.0,0
1.0,44799.0,0
100.0,378610.0,0
100.0,305118.0,0
6734.0,6734.0,0
-345.0,-345.0,0
2.0,1037.0,0
2.0,-223147.0,0
351959.0,351959.0,0
229866.0,229866.0,0
67705.0,67705.0,0
126357.0,126357.0,0
1210100.0,1322453.0,0
1210100.0,1322453.0,0
10.0,10.0,0
10.0,10.0,0
300.0,1589.0,0
300.0,671.0,0
400.0,-141240.0,0
400.0,-253817.0,0
87.0,87.0,0
104.0,104.0,0
21780.0,21780.0,0
18160.0,18160.0,0
5.0,5.0,0
5.0,5.0,0
8189.0,8189.0,0
15272.0,15272.0,0
25677.0,25677.0,0
24925.0,24925.0,0
30763.0,30763.0,0
34250.0,34250.0,0
5000.0,19384.0,0
5000.0,62132.0,0
1.0,1.0,0
1.0,1.0,0
-267498.0,-267498.0,0
10.0,10.0,0
30.0,30.0,0
100.0,100.0,0
100.0,100.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
6621.0,6621.0,0
-12314.0,-12314.0,0
1096.0,1096.0,0
1080.0,1080.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
100.0,100.0,0
100.0,100.0,0
100.0,7312.0,0
100.0,1190.0,0
100.0,100.0,0
100.0,100.0,0
2000.0,2000.0,0
2000.0,2000.0,0
165159.0,246122.0,0
165159.0,250834.0,0
2012.0,2012.0,0
495.0,495.0,0
1.0,1.0,0
1.0,1.0,0
1.0,22865.0,0
1.0,52189.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
739.0,739.0,0
627.0,627.0,0
51668.0,357815.0,0
51668.0,359634.0,0
100.0,-18383.0,0
100.0,-17230.0,0
100.0,-9302.0,0
100.0,-13799.0,0
48.0,48.0,0
14937.0,14937.0,0
22.0,22.0,0
485.0,485.0,0
495976.0,495976.0,0
495976.0,495976.0,0
130090.0,130090.0,0
150123.0,150123.0,0
9380.0,9380.0,0
9938.0,9938.0,0
204445.0,204445.0,0
203770.0,203770.0,0
14000.0,722709.0,0
14000.0,669569.0,0
1.0,1.0,0
1.0,1.0,0
100.0,193.0,0
100.0,188.0,0
-3411.0,-3411.0,0
-7019.0,-7019.0,0
100000.0,100000.0,0
100000.0,100000.0,0
36859.0,36859.0,0
55037.0,55037.0,0
100.0,6252.0,0
100.0,7140.0,0
5453.0,5453.0,0
6337.0,6337.0,0
32742.0,32742.0,0
33891.0,33891.0,0
100.0,154524.0,0
100.0,428.0,0
100.0,-29976.0,0
100.0,-24539.0,0
143.0,143.0,0
129.0,129.0,0
213.0,213.0,0
1432.0,1432.0,0
3222.0,3222.0,0
11339.0,11339.0,0
2.0,471786.0,0
2.0,374041.0,0
1.0,34444.0,0
1.0,49474.0,0
1.0,-268412.0,0
1.0,-579671.0,0
100.0,189749.0,0
100.0,170632.0,0
1.0,-47827.0,0
1.0,-42933.0,0
100.0,-129903.0,0
100.0,-129515.0,0
-75057.0,-75057.0,0
-88815.0,-88815.0,0
183493.0,183493.0,0
183493.0,183493.0,0
-51728.0,-51728.0,0
-22138.0,-22138.0,0
0.0,0.0,0
0.0,0.0,0
2674.0,2674.0,0
2477.0,2477.0,0
4588.0,4588.0,0
2958.0,2958.0,0
100.0,100.0,0
100.0,100.0,0
13835.0,13835.0,0
26077.0,26077.0,0
100.0,66945.0,0
100.0,65133.0,0
2.0,2.0,0
2.0,2.0,0
171794.0,171794.0,0
117379.0,117379.0,0
734.0,734.0,0
1196.0,1196.0,0
1000.0,-2399.0,0
1000.0,-3902.0,0
0.0,0.0,0
0.0,0.0,0
48706.0,48706.0,0
58367.0,58367.0,0
74002.0,74002.0,0
73387.0,73387.0,0
973.0,973.0,0
954.0,954.0,0
-1503.0,-1503.0,0
105.0,105.0,0
420.0,420.0,0
2564.0,2564.0,0
2.0,19.0,0
2.0,27.0,0
13.0,-6087.0,0
13.0,-9006.0,0
-12.0,-12.0,0
-12.0,-12.0,0
1.0,363.0,0
1.0,1706.0,0
2.0,2.0,0
2.0,2.0,0
12.0,12.0,0
12.0,12.0,0
1191.0,1191.0,0
1696.0,1696.0,0
13753.0,13753.0,0
11893.0,11893.0,0
-34762.0,-34762.0,0
-20593.0,-20593.0,0
100.0,100.0,0
100.0,100.0,0
8563.0,8563.0,0
16556.0,16556.0,0
100.0,126720.0,0
100.0,119678.0,0
1.0,1.0,0
1.0,1.0,0
-47.0,-47.0,0
-47.0,-47.0,0
100.0,100.0,0
100.0,100.0,0
100.0,-2235.0,0
100.0,-2444.0,0
100.0,-2379.0,0
100.0,12295.0,0
14940.0,14940.0,0
11687.0,11687.0,0
2757.0,2757.0,0
2603.0,2603.0,0
2838.0,2838.0,0
2838.0,2838.0,0
1.0,42.0,0
1.0,42.0,0
1.0,1.0,0
1.0,1.0,0
288232.0,288232.0,0
226218.0,226218.0,0
2.0,497075.0,0
2.0,531350.0,0
2579.0,2579.0,0
975.0,975.0,0
200.0,1658329.0,0
200.0,1808215.0,0
100.0,100.0,0
100.0,100.0,0
8366.0,8366.0,0
-7214.0,-7214.0,0
1.0,303059.0,0
1.0,275987.0,0
2.0,16775.0,0
2.0,7940.0,0
200.0,200.0,0
200.0,200.0,0
8758.0,8758.0,0
8376.0,8376.0,0
1.0,2405.0,0
1.0,1681.0,0
90243.0,90243.0,0
96667.0,96667.0,0
-43446.0,-43446.0,0
-43349.0,-43349.0,0
-3168.0,-3168.0,0
11378.0,11378.0,0
100.0,95155.0,0
100.0,118323.0,0
1327.0,1327.0,0
506.0,506.0,0
294.0,294.0,0
273.0,273.0,0
3.0,234343.0,0
3.0,191955.0,0
200.0,26809.0,0
200.0,25385.0,0
1.0,1.0,0
1.0,1.0,0
3.0,82064.0,0
3.0,84048.0,0
1.0,2899.0,0
1.0,2899.0,0
2.0,2.0,0
2.0,2.0,0
80.0,49450.0,0
80.0,55252.0,0
549.0,549.0,0
490.0,490.0,0
18391.0,18391.0,0
23852.0,23852.0,0
1.0,448.0,0
1.0,146.0,0
0.0,0.0,0
0.0,0.0,0
125281.0,125281.0,0
69876.0,69876.0,0
1037.0,1037.0,0
1872.0,1872.0,0
65449.0,65449.0,0
46244.0,46244.0,0
1000.0,-292561.0,0
1000.0,-205681.0,0
132.0,132.0,0
455.0,455.0,0
-12289.0,-12289.0,0
2809.0,2809.0,0
146.0,146.0,0
19.0,19.0,0
-72910.0,-72910.0,0
-72733.0,-72733.0,0
539880.0,539880.0,0
366625.0,366625.0,0
10.0,41227.0,0
10.0,32710.0,0
0.0,0.0,0
0.0,0.0,0
1.0,1.0,0
1.0,1.0,0
104.0,6914.0,0
104.0,6455.0,0
-8031.0,-8031.0,0
-7615.0,-7615.0,0
356184.0,356184.0,0
265853.0,265853.0,0
9313.0,9313.0,0
3525.0,3525.0,0
100.0,1688.0,0
100.0,-3192.0,0
3822.0,3822.0,0
8984.0,8984.0,0
462538.0,462538.0,0
434373.0,434373.0,0
100.0,84423.0,0
100.0,89125.0,0
-27462.0,-27462.0,0
-26934.0,-26934.0,0
40892.0,40892.0,0
39053.0,39053.0,0
100.0,524204.0,0
100.0,400225.0,0
5000.0,5000.0,0
5000.0,5000.0,0
36885.0,36885.0,0
80581.0,80581.0,0
2888.0,2888.0,0
2888.0,2888.0,0
1000000.0,1000000.0,0
1000000.0,1000000.0,0
100.0,69373.0,0
100.0,66710.0,0
100304.0,100304.0,0
109194.0,109194.0,0
278799.0,278799.0,0
252822.0,252822.0,0
5000.0,5000.0,0
5000.0,5000.0,0
334.0,334.0,0
300.0,300.0,0
100.0,-23839.0,0
100.0,-23592.0,0
8.0,648585.0,0
8.0,638251.0,0
5887.0,5887.0,0
2831.0,2831.0,0
90.0,1449.0,0
90.0,11043.0,0
7148.0,7148.0,0
17440.0,17440.0,0
-1064.0,-1064.0,0
-853.0,-853.0,0
100.0,62158.0,0
100.0,91405.0,0
2.0,104846.0,0
2.0,89856.0,0
34174.0,34174.0,0
56382.0,56382.0,0
0.0,0.0,0
0.0,0.0,0
100.0,1272.0,0
100.0,38600.0,0
6668.0,6668.0,0
5541.0,5541.0,0
187257.0,187257.0,0
145516.0,145516.0,0
16466.0,16466.0,0
1435.0,1435.0,0
100.0,118580.0,0
100.0,129231.0,0
-12.0,-12.0,0
-12.0,-12.0,0
45368.0,45368.0,0
26220.0,26220.0,0
5.0,5.0,0
5.0,5.0,0
100.0,26294.0,0
100.0,10197.0,0
24926.0,24926.0,0
28998.0,28998.0,0
4105.0,4105.0,0
2706.0,2706.0,0
-23356.0,-23356.0,0
-13062.0,-13062.0,0
100000.0,100000.0,0
100000.0,100000.0,0
17.95,17.95,0
17.95,17.95,0
509.0,509.0,0
611.0,611.0,0
1211.0,1211.0,0
1447.0,1447.0,0
10.0,107823.0,0
10.0,71849.0,0
13.0,13.0,0
13.0,13.0,0
28130.0,28130.0,0
53287.0,53287.0,0
100.0,100.0,0
100.0,100.0,0
100.0,-7550.0,0
100.0,1636.0,0
100.0,659702.0,0
100.0,561015.0,0
1.0,1086.0,0
1.0,8630.0,0
18608.0,18608.0,0
17450.0,17450.0,0
1.0,1.0,0
1.0,1.0,0
2724.0,2724.0,0
17607.0,17607.0,0
1.0,581907.0,0
1.0,516724.0,0
138721.0,138721.0,0
3835.0,3835.0,0
2.0,2.0,0
2.0,2.0,0
100.0,33419.0,0
100.0,36065.0,0
-10204.0,-10204.0,0
6376.0,6376.0,0
100.0,7055.0,0
100.0,6424.0,0
1590.0,1590.0,0
1370.0,1370.0,0
360.0,4207.0,0
360.0,2325.0,0
90.0,311.0,0
90.0,225.0,0
515107.0,515107.0,0
593136.0,593136.0,0
1.0,1.0,0
1.0,1.0,0
7423.0,7423.0,0
-7699.0,-7699.0,0
400.0,-890916.0,0
400.0,-871786.0,0
1.0,35781.0,0
1.0,6430.0,0
18892.0,18892.0,0
31004.0,31004.0,0
10.0,29.0,0
10.0,991.0,0
100.0,5558.0,0
100.0,5139.0,0
100.0,4884.0,0
100.0,6010.0,0
157937.0,157937.0,0
106820.0,106820.0,0
2.0,368464.0,0
2.0,362895.0,0
108.0,108.0,0
125.0,125.0,0
6857.0,6857.0,0
19804.0,19804.0,0
3781.0,3781.0,0
2472.0,2472.0,0
13825.0,13825.0,0
12618.0,12618.0,0
2000.0,1645042.0,0
2000.0,1596078.0,0
100.0,165321.0,0
100.0,28846.0,0
1.0,3569282.0,0
1.0,3516411.0,0
502.0,502.0,0
13211.0,13211.0,0
100.0,-10493.0,0
100.0,-10493.0,0
960296.0,960296.0,0
883398.0,883398.0,0
109939.0,109939.0,0
111476.0,111476.0,0
51481.0,51481.0,0
51721.0,51721.0,0
24117.0,24117.0,0
24418.0,24418.0,0
100.0,100.0,0
100.0,100.0,0
1.0,-40093.0,0
1.0,-59318.0,0
-1644.0,-1644.0,0
-1644.0,-1644.0,0
2.0,2.0,0
2.0,2.0,0
0.0,0.0,0
0.0,0.0,0
522556.0,522556.0,0
386182.0,386182.0,0
200.0,1131879.0,0
200.0,1090768.0,0
10.0,10.0,0
10.0,10.0,0
1.0,1.0,0
1.0,1.0,0
100.0,100.0,0
100.0,100.0,0
100.0,100.0,0
100.0,100.0,0
-1779.0,-1779.0,0
47200.0,47200.0,0
31638.0,31638.0,0
31638.0,31638.0,0
1000.0,1000.0,0
7507.0,7507.0,0
24218.0,24218.0,0
15350.0,15350.0,0
-24818.0,-24818.0,0
-25878.0,-25878.0,0
-14385.0,-14385.0,0
-24512.0,-24512.0,0
1.0,1.0,0
1.0,1.0,0
101.0,-3213462.0,0
-3283918.0,-3283817.0,0
100.0,150401.0,0
100.0,145547.0,0
143987.0,143987.0,0
153808.0,153808.0,0
1.0,-18110.0,0
1.0,-59496.0,0
92372.0,-92372.0,0
107459.0,-107459.0,0
11.0,23109.0,0
11.0,8462.0,0
150.0,459.0,0
150.0,1844.0,0
64422.0,64422.0,0
8817.0,8817.0,0
2.0,-64109.0,0
2.0,516.0,0
24005.0,24005.0,0
25359.0,25359.0,0
100.0,76770.0,0
100.0,69627.0,0
441.0,441.0,0
1037.0,1037.0,0
100.0,128443.0,0
100.0,119774.0,0
0.0,0.0,0
0.0,0.0,0
1.0,-79382.0,0
1.0,-65502.0,0
2.0,4530.0,0
2.0,5634.0,0
102748.0,102748.0,0
129165.0,129165.0,0
-20742.0,-20742.0,0
-9756.0,-9756.0,0
-5129.0,-5129.0,0
-4580.0,-4580.0,0
30347.0,30347.0,0
25915.0,25915.0,0
196079.0,196079.0,0
192551.0,192551.0,0
10.0,292.0,0
10.0,584.0,0
4781.0,4781.0,0
2525.0,2525.0,0
2.0,77439.0,0
2.0,84262.0,0
-3713.0,-3713.0,0
-1786.0,-1786.0,0
2.0,456003.0,0
2.0,447640.0,0
42781.0,42781.0,0
39846.0,39846.0,0
1.0,611.0,0
1.0,3833.0,0
51350.0,51350.0,0
38711.0,38711.0,0
100.0,53653.0,0
100.0,21972.0,0
1.0,168684.0,0
1.0,239850.0,0
100.0,573.0,0
100.0,37578.0,0
2.0,2.0,0
2.0,2.0,0
319.0,319.0,0
190.0,190.0,0
1.0,23016.0,0
1.0,23423.0,0
1.0,27200.0,0
1.0,14373.0,0
2.0,103650.0,0
2.0,90878.0,0
3.0,3.0,0
3.0,3.0,0
-8876.0,-8876.0,0
146.0,146.0,0
100.0,1147.0,0
100.0,8526.0,0
102914.0,102914.0,0
83165.0,83165.0,0
1.0,-12417.0,0
1.0,-12265.0,0
2206.0,2206.0,0
2419.0,2419.0,0
34382.0,34382.0,0
38204.0,38204.0,0
11.0,14463.0,0
11.0,29398.0,0
1.0,1.0,0
1.0,1.0,0
70.23,70.23,0
99.71,99.71,0
41575.0,41575.0,0
41778.0,41778.0,0
-11383.0,-11383.0,0
-6995.0,-6995.0,0
11686.0,11686.0,0
10440.0,10440.0,0
100.0,3401.0,0
100.0,706.0,0
55.0,57014.0,0
55.0,24418.0,0
100.0,14659.0,0
100.0,8022.0,0
1000.0,-24526.0,0
1000.0,-24526.0,0
5.0,1426655.0,0
5.0,1420763.0,0
0.0,0.0,0
98.0,98.0,0
44297.0,44297.0,0
32953.0,32953.0,0
1.0,1.0,0
1.0,1.0,0
109.0,45377.0,0
104.0,71759.0,0
-126089.0,-126089.0,0
-118385.0,-118385.0,0
-1861.0,-1861.0,0
12755.0,12755.0,0
810.0,810.0,0
3194.0,3194.0,0
1.0,449511.0,0
1.0,366911.0,0
726.0,726.0,0
627.0,627.0,0
0.0,0.0,0
0.0,0.0,0
100.0,10891.0,0
100.0,27773.0,0
1.0,27.0,0
1.0,220.0,0
1.0,1.0,0
1.0,1.0,0
53716.0,53716.0,0
59553.0,59553.0,0
100.0,62.0,0
100.0,1249.0,0
100.0,13339.0,0
100.0,5664.0,0
2.0,323.0,0
2.0,75.0,0
1020.0,1033661.0,0
1020.0,1027713.0,0
3947.0,3947.0,0
1049.0,1049.0,0
4.0,4.0,0
4.0,4.0,0
2339.0,2339.0,0
7034.0,7034.0,0
1.0,510.0,0
1.0,339.0,0
805.0,805.0,0
629.0,629.0,0
47163.0,47163.0,0
47190.0,47190.0,0
2510.0,2510.0,0
788.0,788.0,0
11890.0,11890.0,0
12847.0,12847.0,0
10000.0,10000.0,0
10000.0,10000.0,0
6146.0,6146.0,0
1.0,145971.0,0
1.0,145971.0,0
2.0,2.0,0
2.0,2.0,0
100.0,5006.0,0
100.0,16033.0,0
0.0,0.0,0
0.0,0.0,0
-5271.0,-5271.0,0
-5187.0,-5187.0,0
15832.0,15832.0,0
25925.0,25925.0,0
7877.0,7877.0,0
19246.0,19246.0,0
-24654.0,-24654.0,0
8575.0,8575.0,0
4924.0,4924.0,0
-151752.0,-151752.0,0
-155932.0,-155932.0,0
2.0,2.0,0
2.0,2.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1336848.0,0
1.0,1059450.0,0
10805.0,10805.0,0
10125.0,10125.0,0
100.0,21734.0,0
100.0,4058.0,0
-7566.0,-7566.0,0
1859.0,1859.0,0
148.0,148.0,0
41.0,41.0,0
1071.0,1071.0,0
-10337.0,-10337.0,0
100.0,100.0,0
100.0,100.0,0
1036.0,1036.0,0
1380.0,1380.0,0
4253.0,4253.0,0
-585.0,-585.0,0
1.0,-9173.0,0
1.0,-9173.0,0
2.0,23279.0,0
2.0,8476.0,0
2593.0,2593.0,0
49967.0,49967.0,0
7348.0,7348.0,0
10834.0,10834.0,0
1.0,822.0,0
1.0,-11183.0,0
1.0,1.0,0
1.0,1.0,0
100.0,142946.0,0
100.0,131114.0,0
124017.0,124017.0,0
22650.0,22650.0,0
100.0,-166241.0,0
100.0,-150142.0,0
2.0,2.0,0
2.0,2.0,0
41745.0,41745.0,0
43222.0,43222.0,0
1.0,973.0,0
1.0,495.0,0
2.0,2.0,0
2.0,2.0,0
100.0,1273521.0,0
100.0,1237441.0,0
16706.0,16706.0,0
13006.0,13006.0,0
1.0,1.0,0
1.0,1.0,0
250.0,250.0,0
426.0,426.0,0
204.0,204.0,0
380.0,380.0,0
100.0,262.0,0
100.0,-3038.0,0
18593.0,18593.0,0
19995.0,19995.0,0
100.0,100.0,0
100.0,100.0,0
3642.0,3642.0,0
4057.0,4057.0,0
12928.0,12928.0,0
19903.0,19903.0,0
2016171.0,2016171.0,0
1872893.0,1872893.0,0
100.0,-78989.0,0
100.0,-87347.0,0
100.0,-1567.0,0
100.0,100.0,0
-2348.0,-2348.0,0
-2348.0,-2348.0,0
8.0,29049.0,0
8.0,28769.0,0
0.0,0.0,0
0.0,0.0,0
2.0,68705.0,0
2.0,42110.0,0
10.0,123160.0,0
10.0,127786.0,0
53052.0,53052.0,0
67683.0,67683.0,0
83255.0,83255.0,0
73468.0,73468.0,0
100.0,3416445.0,0
100.0,2956515.0,0
100.0,232.0,0
100.0,297.0,0
30414.0,30414.0,0
-43900.0,-43900.0,0
-40180.0,-40180.0,0
2.0,-12334.0,0
2.0,-12188.0,0
45306.0,45306.0,0
85647.0,85647.0,0
100.0,116733.0,0
100.0,85317.0,0
6308.0,6308.0,0
6310.0,6310.0,0
204.0,204.0,0
948.0,948.0,0
1050.0,111589.0,0
1050.0,114722.0,0
1.0,262598.0,0
1.0,248060.0,0
74484.0,74484.0,0
70991.0,70991.0,0
5000.0,5000.0,0
5000.0,5000.0,0
181.0,181.0,0
2658.0,2658.0,0
-31091.0,-31091.0,0
-30442.0,-30442.0,0
1.0,991311.0,0
1.0,764074.0,0
1000.0,384170.0,0
1000.0,321854.0,0
32237.0,32237.0,0
28143.0,28143.0,0
4.0,4.0,0
9845.0,9845.0,0
17030.0,17030.0,0
2727.0,2727.0,0
1.0,7091.0,0
1.0,-3938.0,0
105.0,105.0,0
104.0,104.0,0
2.0,2.0,0
2.0,2.0,0
1.0,1.0,0
1.0,1.0,0
32605.0,32605.0,0
52345.0,52345.0,0
100.0,21347.0,0
100.0,11110.0,0
20947.0,20947.0,0
17960.0,17960.0,0
11459.0,11459.0,0
21548.0,21548.0,0
28087.0,28087.0,0
25108.0,25108.0,0
1.0,6295.0,0
1.0,1107.0,0
100.0,3418.0,0
100.0,11073.0,0
-5442.0,-5442.0,0
4191.0,4191.0,0
422890.0,422890.0,0
381569.0,381569.0,0
15330.0,15330.0,0
29245.0,29245.0,0
3.0,2880.0,0
3.0,2656.0,0
1.0,22892.0,0
1.0,4895.0,0
0.0,0.0,0
0.0,0.0,0
100.0,120202.0,0
100.0,113534.0,0
107892.0,107892.0,0
100063.0,100063.0,0
43485.0,43485.0,0
46771.0,46771.0,0
37508.0,37508.0,0
41100.0,41100.0,0
100.0,8020.0,0
100.0,-66212.0,0
100.0,294916.0,0
100.0,312435.0,0
-9245.0,-9245.0,0
-6512.0,-6512.0,0
1.0,142412.0,0
1.0,109286.0,0
-280.0,-280.0,0
-280.0,-280.0,0
31707.0,31707.0,0
29597.0,29597.0,0
100.0,1837737.0,0
100.0,1844033.0,0
1.0,68949.0,0
1.0,111412.0,0
100.0,224050.0,0
100.0,191211.0,0
1220.0,1220.0,0
1220.0,1220.0,0
100.0,2405.0,0
100.0,30410.0,0
106077.0,106077.0,0
102919.0,102919.0,0
1.0,1.0,0
1.0,1.0,0
4.0,134426.0,0
4.0,144823.0,0
100.0,100.0,0
100.0,100.0,0
10000.0,117640.0,0
10000.0,135031.0,0
100.0,1858.0,0
100.0,1082.0,0
11578.0,11578.0,0
100.0,100.0,0
8290.0,8290.0,0
147.0,147.0,0
100.0,586572.0,0
100.0,405057.0,0
100.0,646.0,0
100.0,388.0,0
1048.0,1048.0,0
1019.0,1019.0,0
100.0,58828.0,0
100.0,52025.0,0
13898.0,13898.0,0
28168.0,28168.0,0
2.0,478133.0,0
2.0,489081.0,0
4180.0,4180.0,0
870.0,870.0,0
2.0,619.0,0
2.0,703.0,0
0.0,0.0,0
55627.0,55627.0,0
100.0,42818.0,0
100.0,44336.0,0
100.0,-1710.0,0
100.0,-1577.0,0
4825.0,4825.0,0
2124.0,2124.0,0
1.0,1.0,0
1.0,1.0,0
312.0,312.0,0
9940.0,9940.0,0
100.0,-2866.0,0
100.0,777.0,0
0.0,0.0,0
0.0,0.0,0
191316.0,191316.0,0
155443.0,155443.0,0
100.0,100.0,0
100.0,100.0,0
23999.0,23999.0,0
106484.0,106484.0,0
100.0,100.0,0
100.0,100.0,0
10.0,30777.0,0
10.0,15898.0,0
50000.0,50000.0,0
50000.0,50000.0,0
50.0,50.0,0
50.0,50.0,0
30514.0,30514.0,0
26204.0,26204.0,0
100.0,100.0,0
100.0,100.0,0
2391.0,2391.0,0
1804.0,1804.0,0
0.0,0.0,0
0.0,0.0,0
120374.0,120374.0,0
144331.0,144331.0,0
1000.0,1000.0,0
1000.0,1000.0,0
132897.0,132897.0,0
99544.0,99544.0,0
37967.0,37967.0,0
4784.0,4784.0,0
128177.0,128177.0,0
74792.0,74792.0,0
5287.0,5287.0,0
91888.0,91888.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
100.0,22324.0,0
100.0,29424.0,0
10.0,-109321.0,0
10.0,-147050.0,0
-6387.0,-6387.0,0
-6341.0,-6341.0,0
9866.0,9866.0,0
230.0,230.0,0
24893.0,24893.0,0
29295.0,29295.0,0
