shareholder_funds,net_assets_liabilities_including_pension_asset_liability,Cluster
67.0,67.0,0
400.0,-10418.0,0
400.0,-11370.0,0
-3957.0,-3957.0,0
-7543.0,-7543.0,0
100.0,100.0,0
100.0,100.0,0
1.0,-25998.0,0
1.0,-12014.0,0
-21346.0,-21346.0,0
-21346.0,-21346.0,0
100.0,2748.0,0
100.0,1562.0,0
1.0,1.0,0
1.0,1.0,0
30652.0,30652.0,0
29652.0,29652.0,0
1890.0,1890.0,0
500.0,500.0,0
0.0,0.0,0
0.0,0.0,0
1.0,1.0,0
1.0,1.0,0
27993.0,27993.0,0
18492.0,18492.0,0
1.0,1.0,0
1.0,1.0,0
22102.0,22102.0,0
26418.0,26418.0,0
8816.0,8816.0,0
7735.0,7735.0,0
1.0,21055.0,0
1.0,15446.0,0
2.0,2.0,0
2.0,2.0,0
1104.0,1104.0,0
-1029.0,-1029.0,0
0.0,0.0,0
0.0,0.0,0
1953.0,1953.0,0
573.0,573.0,0
3.0,-43158.0,0
3.0,-34566.0,0
17227.0,17227.0,0
18215.0,18215.0,0
100.0,100.0,0
100.0,100.0,0
2.0,4446.0,0
2.0,1685.0,0
33829.0,33829.0,0
26130.0,26130.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
15783.0,15783.0,0
785.0,785.0,0
569.0,569.0,0
5317.0,5317.0,0
-3165.0,-3165.0,0
-2737.0,-2737.0,0
100.0,650062.0,0
100.0,650117.0,0
2.0,1067.0,0
2.0,1061.0,0
6924.0,6924.0,0
3829.0,3829.0,0
803.0,803.0,0
1032.0,1032.0,0
2.0,2.0,0
2.0,2.0,0
0.0,0.0,0
0.0,0.0,0
48247.0,48247.0,0
1083.0,1083.0,0
74.0,74.0,0
2.0,2.0,0
0.0,0.0,0
0.0,0.0,0
425100.0,161856.0,0
350100.0,165037.0,0
1.0,13774.0,0
1.0,8425.0,0
1.0,51253.0,0
1.0,72098.0,0
100.0,100.0,0
100.0,100.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
13546.0,13546.0,0
3281.0,3281.0,0
667.0,667.0,0
559.0,559.0,0
20.0,88962.0,0
20.0,38221.0,0
-767.0,-767.0,0
-1842.0,-1842.0,0
2.0,-85177.0,0
2.0,-85154.0,0
63563.0,63563.0,0
49400.0,49400.0,0
-17462.0,-17462.0,0
100.0,100.0,0
100.0,9376.0,0
100.0,8040.0,0
6548.0,6548.0,0
5105.0,5105.0,0
77715.0,77715.0,0
23688.0,23688.0,0
10.0,10.0,0
10.0,10.0,0
8631.0,8631.0,0
13825.0,13825.0,0
-64516.0,-64516.0,0
-49409.0,-49409.0,0
1.0,1.0,0
1.0,1.0,0
52485.0,52485.0,0
38660.0,38660.0,0
23018.0,23018.0,0
26519.0,26519.0,0
0.0,0.0,0
0.0,0.0,0
100.0,100.0,0
100.0,100.0,0
0.0,0.0,0
0.0,0.0,0
630.0,630.0,0
5429.0,5429.0,0
31697.0,31697.0,0
17824.0,17824.0,0
73596.0,73596.0,0
47940.0,47940.0,0
100.0,1407.0,0
1.0,-15398.0,0
5737.0,5737.0,0
5445.0,5445.0,0
100.0,256774.0,0
100.0,332573.0,0
61239.0,61239.0,0
19560.0,19560.0,0
1.0,1.0,0
1.0,1.0,0
4.0,3808.0,0
4.0,40641.0,0
4.0,24.0,0
4.0,26895.0,0
1350.0,1350.0,0
5308.0,5308.0,0
-22102.0,-22102.0,0
-21897.0,-21897.0,0
1.0,1.0,0
1.0,1.0,0
1132.0,1132.0,0
1031.0,1031.0,0
46992.0,46992.0,0
20588.0,20588.0,0
100.0,13523.0,0
100.0,13369.0,0
15290.0,15290.0,0
5090.0,5090.0,0
-2753.0,-2753.0,0
5162.0,5162.0,0
1.0,378466.0,0
1.0,246823.0,0
1.0,1.0,0
1.0,1.0,0
1.0,33136.0,0
1.0,29932.0,0
10087.0,10087.0,0
3938.0,3938.0,0
1.0,1.0,0
1.0,1.0,0
1.0,32811.0,0
1.0,29078.0,0
0.0,0.0,0
0.0,0.0,0
1.0,1.0,0
1.0,1.0,0
-9767.0,-9767.0,0
-19641.0,-19641.0,0
100.0,45232.0,0
100.0,25015.0,0
14867.0,14867.0,0
11939.0,11939.0,0
100.0,393.0,0
100.0,698.0,0
100.0,34195.0,0
100.0,46688.0,0
2.0,499.0,0
2.0,324.0,0
3271.0,3271.0,0
5271.0,5271.0,0
3.0,-205796.0,0
3.0,-142402.0,0
1.0,49175.0,0
1.0,5178.0,0
100.0,165128.0,0
100.0,115704.0,0
3543.0,3543.0,0
3779.0,3779.0,0
292140.0,292140.0,0
271591.0,271591.0,0
1.0,-339.0,0
1.0,-2381.0,0
7373.0,7373.0,0
17.0,17.0,0
100.0,100.0,0
100.0,100.0,0
100.0,9311.0,0
100.0,2692.0,0
100.0,-51331.0,0
100.0,-42262.0,0
3135.0,3135.0,0
24112.0,24112.0,0
1.0,7370.0,0
1.0,16206.0,0
5011.0,5011.0,0
4074.0,4074.0,0
24642.0,24642.0,0
28938.0,28938.0,0
100.0,-154884.0,0
100.0,-156616.0,0
-14572.0,-14572.0,0
-16051.0,-16051.0,0
42937.0,42937.0,0
51996.0,51996.0,0
100.0,539200.0,0
100.0,477564.0,0
1.0,59063.0,0
1.0,73885.0,0
100.0,469.0,0
100.0,8185.0,0
205.0,205.0,0
276.0,276.0,0
328.0,328.0,0
328.0,328.0,0
100.0,79953.0,0
100.0,81400.0,0
1.0,1.0,0
6113.0,6113.0,0
1759.0,1759.0,0
-10838.0,-10838.0,0
-8335.0,-8335.0,0
-4593.0,-4593.0,0
1.0,55625.0,0
1.0,46606.0,0
1.0,1.0,0
1.0,1.0,0
6270.0,6270.0,0
0.0,0.0,0
31715.0,31715.0,0
30851.0,30851.0,0
100.0,-9445.0,0
100.0,-7663.0,0
1.0,-1254.0,0
1.0,-1254.0,0
10000.0,10000.0,0
10000.0,10000.0,0
1000000.0,1000000.0,0
1000000.0,1000000.0,0
31110.0,31110.0,0
31356.0,31356.0,0
1000.0,9776.0,0
1000.0,10508.0,0
400000.0,640823.0,0
400000.0,592053.0,0
50000.0,50000.0,0
50000.0,50000.0,0
14134.0,14134.0,0
14423.0,14423.0,0
2.0,-2699.0,0
2.0,2210.0,0
102.0,3614965.0,0
102.0,3506548.0,0
100.0,55498.0,0
100.0,46143.0,0
1.0,1.0,0
1.0,1.0,0
10000.0,10000.0,0
10000.0,10000.0,0
10000.0,10000.0,0
10000.0,10000.0,0
50000.0,50000.0,0
50000.0,50000.0,0
100.0,-4064.0,0
100.0,991.0,0
5000.0,5000.0,0
5000.0,5000.0,0
5000.0,5000.0,0
5000.0,5000.0,0
2.0,5392.0,0
2.0,20372.0,0
50000.0,50000.0,0
50000.0,50000.0,0
170.0,170.0,0
-7151.0,-7151.0,0
100.0,256174.0,0
100.0,308917.0,0
100.0,3752.0,0
100.0,36424.0,0
50000.0,50000.0,0
50000.0,50000.0,0
3137.0,3137.0,0
1936.0,1936.0,0
4.0,209511.0,0
4.0,179160.0,0
58000.0,58000.0,0
58000.0,58000.0,0
26021.0,26021.0,0
24220.0,24220.0,0
1.0,1.0,0
1.0,1.0,0
1000.0,87099.0,0
1000.0,65757.0,0
50000.0,50000.0,0
50000.0,50000.0,0
14.0,14.0,0
4527.0,4527.0,0
-41550.0,-41550.0,0
-37517.0,-37517.0,0
100.0,36200.0,0
100.0,35898.0,0
51.0,51.0,0
1035.0,1035.0,0
41.0,41.0,0
41.0,41.0,0
100.0,449156.0,0
100.0,546725.0,0
100.0,5590.0,0
100.0,6330.0,0
100.0,42830.0,0
100.0,68540.0,0
10.0,50562.0,0
10.0,23140.0,0
29476.0,29476.0,0
11041.0,11041.0,0
1.0,1.0,0
1.0,1.0,0
100.0,51246.0,0
100.0,49256.0,0
22723.0,22723.0,0
15747.0,15747.0,0
100.0,100.0,0
100.0,100.0,0
36372.0,36372.0,0
224.0,224.0,0
1.0,1.0,0
1.0,1.0,0
50616.0,50616.0,0
31185.0,31185.0,0
15765.0,15765.0,0
56087.0,56087.0,0
2.0,706490.0,0
2.0,724422.0,0
15.0,409432.0,0
15.0,439877.0,0
170328.0,170328.0,0
208980.0,208980.0,0
100.0,19569.0,0
100.0,52653.0,0
100.0,15707.0,0
100.0,15431.0,0
-29406.0,-29406.0,0
1382.0,1382.0,0
2.0,21101.0,0
2.0,-3363.0,0
102.0,622337.0,0
102.0,456140.0,0
26119.0,26119.0,0
19147.0,19147.0,0
100.0,63817.0,0
100.0,80923.0,0
-5771.0,-5771.0,0
1.0,1.0,0
6260.0,6260.0,0
18205.0,18205.0,0
3759.0,3759.0,0
3655.0,3655.0,0
1842.0,1842.0,0
8647.0,8647.0,0
18559.0,18559.0,0
68820.0,68820.0,0
0.0,0.0,0
0.0,0.0,0
576.0,576.0,0
457.0,457.0,0
20.0,451076.0,0
20.0,409168.0,0
4.0,4.0,0
4.0,4.0,0
100.0,100.0,0
100.0,100.0,0
100.0,100.0,0
100.0,100.0,0
100.0,100.0,0
100.0,100.0,0
100.0,100.0,0
153.0,153.0,0
2146.0,2146.0,0
9672.0,9672.0,0
100.0,100.0,0
40.0,40.0,0
40.0,40.0,0
60276.0,60276.0,0
59283.0,59283.0,0
7303.0,7303.0,0
8914.0,8914.0,0
346.0,346.0,0
2617.0,2617.0,0
2929.0,2929.0,0
7957.0,7957.0,0
100.0,15772.0,0
100.0,11559.0,0
2.0,2.0,0
2.0,2.0,0
51.0,40650.0,0
51.0,84462.0,0
21684.0,21684.0,0
12645.0,12645.0,0
1000.0,803794.0,0
1000.0,545775.0,0
-68209.0,-68209.0,0
49904.0,49904.0,0
1001.0,217277.0,0
1000.0,113970.0,0
2.0,2.0,0
2.0,2.0,0
71506.0,71506.0,0
58523.0,58523.0,0
200.0,165041.0,0
200.0,145347.0,0
2.0,35695.0,0
2.0,24393.0,0
6.0,6.0,0
6.0,6.0,0
100.0,11524.0,0
100.0,18575.0,0
8715.0,8715.0,0
12975.0,12975.0,0
13567.0,13567.0,0
7804.0,7804.0,0
100.0,9605.0,0
100.0,40002.0,0
2.0,2.0,0
2.0,2.0,0
22105.0,22105.0,0
15582.0,15582.0,0
41740.0,41740.0,0
53839.0,53839.0,0
412449.0,412449.0,0
393948.0,393948.0,0
15058.0,15058.0,0
1950.0,1950.0,0
16808.0,16808.0,0
16808.0,16808.0,0
-12821.0,-12821.0,0
81.0,81.0,0
100.0,10170.0,0
100.0,6973.0,0
100.0,100.0,0
100.0,100.0,0
1.0,98643.0,0
1.0,66063.0,0
10.0,95.0,0
10.0,434.0,0
100.0,100.0,0
100.0,100.0,0
3848.0,3848.0,0
3851.0,3851.0,0
977.0,977.0,0
-5289.0,-5289.0,0
10148.0,10148.0,0
9203.0,9203.0,0
48020.0,48020.0,0
47087.0,47087.0,0
100.0,533.0,0
100.0,1149.0,0
40.0,40.0,0
850.0,850.0,0
-103072.0,-103072.0,0
-79819.0,-79819.0,0
3010.0,3010.0,0
5079.0,5079.0,0
100.0,605.0,0
100.0,3211.0,0
100.0,100.0,0
100.0,100.0,0
16341.0,16341.0,0
16238.0,16238.0,0
10.0,755.0,0
10.0,1152.0,0
100.0,116.0,0
100.0,7422.0,0
1.0,330515.0,0
1.0,309558.0,0
1.0,29822.0,0
1.0,74923.0,0
100.0,100.0,0
100.0,100.0,0
400.0,54071.0,0
400.0,61761.0,0
22847.0,22847.0,0
59434.0,59434.0,0
2.0,2.0,0
2.0,2.0,0
73226.0,73226.0,0
53960.0,53960.0,0
2.0,-138893.0,0
2.0,-238358.0,0
182822.0,182822.0,0
117418.0,117418.0,0
100.0,26494.0,0
100.0,15438.0,0
-7415.0,-7415.0,0
-7415.0,-7415.0,0
253838.0,253838.0,0
227312.0,227312.0,0
1000.0,1000.0,0
1000.0,1000.0,0
1000.0,1000.0,0
1000.0,1000.0,0
72367.0,72367.0,0
46351.0,46351.0,0
1000.0,1000.0,0
1000.0,1000.0,0
88909.0,88909.0,0
8628.0,8628.0,0
717.0,717.0,0
-638.0,-638.0,0
2867.0,2867.0,0
23332.0,23332.0,0
100.0,100.0,0
100.0,100.0,0
1.0,-9050.0,0
1.0,-9050.0,0
35214.0,35214.0,0
15195.0,15195.0,0
100.0,14944.0,0
100.0,10338.0,0
1.0,3056.0,0
1.0,288.0,0
1905.0,1905.0,0
7885.0,7885.0,0
6076.0,6076.0,0
1905.0,1905.0,0
41698.0,41698.0,0
43996.0,43996.0,0
1.0,1.0,0
1.0,1.0,0
-11356.0,-11356.0,0
-11356.0,-11356.0,0
100.0,100.0,0
100.0,100.0,0
10940.0,-10940.0,0
615.0,-615.0,0
2.0,-72106.0,0
2.0,-2366.0,0
7946.0,7946.0,0
940.0,940.0,0
1.0,1.0,0
1.0,1.0,0
70668.0,70668.0,0
49828.0,49828.0,0
2.0,27838.0,0
2.0,68334.0,0
2660.0,2660.0,0
2315.0,2315.0,0
2.0,2.0,0
2.0,2.0,0
1.0,1.0,0
1.0,1.0,0
120.0,507.0,0
120.0,10595.0,0
1.0,-8927.0,0
1.0,-8700.0,0
9699.0,5750.0,0
9699.0,2691.0,0
5795.0,5795.0,0
8381.0,8381.0,0
-7380.0,-7380.0,0
-7380.0,-7380.0,0
31285.0,31285.0,0
24249.0,24249.0,0
24458.0,24458.0,0
22857.0,22857.0,0
4759.0,4759.0,0
-7103.0,-7103.0,0
10671.0,10671.0,0
7822.0,7822.0,0
-9165.0,-9165.0,0
-9140.0,-9140.0,0
-9184.0,-9184.0,0
-9165.0,-9165.0,0
53499.0,53499.0,0
50999.0,50999.0,0
1.0,-166776.0,0
1.0,-131053.0,0
2621.0,2621.0,0
92.0,92.0,0
1.0,1.0,0
1.0,1.0,0
500.0,-568.0,0
500.0,-568.0,0
20502.0,20502.0,0
26191.0,26191.0,0
183698.0,183698.0,0
42649.0,42649.0,0
0.0,0.0,0
0.0,0.0,0
44629.0,44629.0,0
43201.0,43201.0,0
51175.0,51175.0,0
49775.0,49775.0,0
100.0,275.0,0
100.0,273.0,0
4.0,1194234.0,0
4.0,1048770.0,0
106466.0,106466.0,0
48060.0,48060.0,0
4697.0,4697.0,0
11444.0,11444.0,0
-667.0,-667.0,0
-4594.0,-4594.0,0
387.0,387.0,0
74.0,74.0,0
108583.0,108583.0,0
156324.0,156324.0,0
6211.0,6211.0,0
5983.0,5983.0,0
117.0,1654457.0,0
117.0,830340.0,0
-669.0,-669.0,0
20.0,20.0,0
1.0,1.0,0
1.0,1.0,0
1.0,-34599.0,0
1.0,-33127.0,0
1.0,-11796.0,0
1.0,-520.0,0
1.0,-44836.0,0
1.0,34734.0,0
100.0,-3080.0,0
100.0,-786.0,0
-4820.0,-4820.0,0
6720.0,6720.0,0
24706.47,24706.47,0
3047.34,3047.34,0
1662.0,1662.0,0
1831.0,1831.0,0
-23710.0,-23710.0,0
-16551.0,-16551.0,0
-23510.0,-23510.0,0
-45456.0,-45456.0,0
100.0,100.0,0
100.0,100.0,0
102289.0,102289.0,0
99975.0,99975.0,0
1.0,7204.0,0
1.0,7168.0,0
13008.0,13008.0,0
-8048.0,-8048.0,0
100.0,83082.0,0
100.0,113896.0,0
100.0,-20569.0,0
100.0,-13969.0,0
-1997.0,-1997.0,0
59427.0,59427.0,0
1.0,-18033.0,0
1.0,-14004.0,0
17579.0,17579.0,0
15367.0,15367.0,0
1.0,1.0,0
1.0,1.0,0
9626.0,9626.0,0
9626.0,9626.0,0
13164.0,13164.0,0
6815.0,6815.0,0
87863.0,87864.0,0
76348.0,76349.0,0
100.0,812857.0,0
100.0,839875.0,0
2.0,10277.0,0
2.0,11809.0,0
7201056.0,7400777.0,0
7201056.0,7260683.0,0
1.0,1.0,0
1.0,1.0,0
5.0,5.0,0
5.0,5.0,0
64.0,64.0,0
82.0,82.0,0
100.0,179438.0,0
100.0,128279.0,0
1.0,26408.0,0
1.0,21413.0,0
1.0,2077019.0,0
1.0,755141.0,0
100.0,206496.0,0
100.0,167903.0,0
5884.0,5884.0,0
4655.0,4655.0,0
6900.0,6900.0,0
3978.0,3978.0,0
30295.0,30295.0,0
13378.0,13378.0,0
2.0,-10712.0,0
2.0,-13118.0,0
37788.0,37788.0,0
37390.0,37390.0,0
2.0,1387.0,0
2.0,20.0,0
-19990.0,-19990.0,0
-20189.0,-20189.0,0
1.0,1.0,0
1.0,1.0,0
2.0,2.0,0
2.0,2.0,0
1454.0,1454.0,0
1089.0,1089.0,0
2.0,2.0,0
2.0,2.0,0
100.0,121950.0,0
100.0,75114.0,0
1.0,1.0,0
1.0,1.0,0
1.0,-11375.0,0
1.0,3490.0,0
30.0,30.0,0
30.0,30.0,0
1.0,16956.0,0
1.0,1210.0,0
1.0,1.0,0
-400.0,-400.0,0
-8395.0,-8395.0,0
2853.0,2853.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,123.0,0
1.0,5770.0,0
122520.0,122520.0,0
167780.0,167780.0,0
3.0,3.0,0
3.0,3.0,0
2.0,26155.0,0
2.0,23288.0,0
-33923.0,-33923.0,0
-34271.0,-34271.0,0
3.0,3.0,0
3.0,3.0,0
200.0,781244.0,0
200.0,531964.0,0
100.0,12533.0,0
100.0,-24998.0,0
-32122.0,-32122.0,0
-28438.0,-28438.0,0
2478.0,2478.0,0
-284.0,-284.0,0
100.0,-1022.0,0
100.0,-692.0,0
100.0,100.0,0
100.0,100.0,0
100.0,27539.0,0
100.0,5306.0,0
12550.0,12550.0,0
14822.0,14822.0,0
101439.0,101439.0,0
46461.0,46461.0,0
5803.0,5803.0,0
6435.0,6435.0,0
7005.0,7005.0,0
3608.0,3608.0,0
10.0,10.0,0
10.0,10.0,0
3.0,1013.0,0
3.0,107.0,0
100.0,100.0,0
100.0,100.0,0
47.0,47.0,0
47.0,47.0,0
100.0,113667.0,0
100.0,123855.0,0
2.0,27054.0,0
2.0,15632.0,0
10.0,-19639.0,0
10.0,-15922.0,0
10.0,26207.0,0
10.0,14618.0,0
10.0,10.0,0
10.0,10.0,0
2514.0,2514.0,0
2439.0,2439.0,0
1.0,46796.0,0
1.0,35517.0,0
501.0,501.0,0
188.0,188.0,0
1000.0,-158725.0,0
1000.0,-196327.0,0
5668.0,5668.0,0
100.0,100.0,0
100.0,100.0,0
100.0,100.0,0
100.0,100.0,0
100.0,100.0,0
1.0,-16428.0,0
1.0,2218.0,0
104.0,104.0,0
245.0,245.0,0
1.0,-23254.0,0
1.0,-18208.0,0
200.0,31912.0,0
200.0,17484.0,0
-8653.0,-8653.0,0
233.0,233.0,0
31200.0,31200.0,0
850.0,850.0,0
9933.0,9933.0,0
9269.0,9269.0,0
-17246.0,-17246.0,0
-11913.0,-11913.0,0
1.0,1.0,0
1.0,1.0,0
1.0,388.0,0
1.0,5952.0,0
8731.0,8731.0,0
5910.0,5910.0,0
5630.0,5630.0,0
742.0,742.0,0
75.0,75.0,0
75.0,75.0,0
363280.0,363280.0,0
364454.0,364454.0,0
1662.0,1662.0,0
5676.0,5676.0,0
-14121.0,-14121.0,0
-20574.0,-20574.0,0
-7197.0,-7197.0,0
-7773.0,-7773.0,0
-4984.0,-4984.0,0
1680.0,1680.0,0
19920.0,19920.0,0
12694.0,12694.0,0
1.0,1.0,0
1.0,1.0,0
100.0,587.0,0
100.0,172.0,0
3546.0,3546.0,0
6218.0,6218.0,0
-170213.0,-170213.0,0
-133951.0,-133951.0,0
15877.0,15877.0,0
10424.0,10424.0,0
5426.0,5426.0,0
4687.0,4687.0,0
10.0,10.0,0
12397.0,12397.0,0
295.0,295.0,0
349.0,349.0,0
1.0,4414.0,0
1.0,4941.0,0
6948.0,6948.0,0
9436.0,9436.0,0
0.0,0.0,0
0.0,0.0,0
-3094.0,-3094.0,0
-2366.0,-2366.0,0
100.0,12962.0,0
100.0,-4277.0,0
122.0,122.0,0
265.0,265.0,0
3680.0,3680.0,0
3520.0,3520.0,0
3207.0,3207.0,0
5483.0,5483.0,0
-2754.0,-2754.0,0
-2386.0,-2386.0,0
100.0,19927.0,0
100.0,12648.0,0
0.0,0.0,0
0.0,0.0,0
14024.0,14024.0,0
18697.0,18697.0,0
100.0,100.0,0
100.0,100.0,0
67099.0,67099.0,0
40753.0,40753.0,0
2154.0,2154.0,0
2325.0,2325.0,0
-116400.0,-116400.0,0
-101060.0,-101060.0,0
0.99,0.99,0
0.99,0.99,0
1.0,1.0,0
1.0,1.0,0
-7362.0,-7362.0,0
-10469.0,-10469.0,0
100.0,4212.0,0
100.0,4904.0,0
-20107.0,-20107.0,0
-9026.0,-9026.0,0
1.0,21776.0,0
1.0,14996.0,0
-781.0,-781.0,0
1421.0,1421.0,0
-21381.0,-21381.0,0
-17706.0,-17706.0,0
2419.0,2419.0,0
5800.0,5800.0,0
2.0,2.0,0
-419.0,-419.0,0
-4405.0,-4405.0,0
167.0,167.0,0
100.0,14691.0,0
100.0,443.0,0
100.0,564291.0,0
100.0,362392.0,0
3272.0,3272.0,0
2106.0,2106.0,0
153.0,10012.0,0
153.0,31279.0,0
63253.0,63253.0,0
45614.0,45614.0,0
2.0,2.0,0
2.0,2.0,0
1.0,159307.0,0
1.0,145592.0,0
100.0,15008.0,0
100.0,14347.0,0
5.0,35003.0,0
5.0,30145.0,0
0.0,0.0,0
0.0,0.0,0
1.0,9622.0,0
1.0,-4256.0,0
1504.0,1504.0,0
1295.0,1295.0,0
11445.0,11445.0,0
10938.0,10938.0,0
1.0,-337.0,0
1.0,8616.0,0
102.0,4058.0,0
102.0,4416.0,0
100.0,38600.0,0
100.0,67907.0,0
-9743.0,-9743.0,0
3.0,3.0,0
1.0,60822.0,0
1.0,26070.0,0
4070.0,4070.0,0
3889.0,3889.0,0
23.0,23.0,0
4941.0,4941.0,0
21776.0,21776.0,0
20214.0,20214.0,0
-121128.0,-121128.0,0
-85101.0,-85101.0,0
100.0,100.0,0
100.0,100.0,0
1.0,149781.0,0
1.0,164268.0,0
3.0,3.0,0
3.0,3.0,0
100.0,1487.0,0
100.0,-1502.0,0
186.0,186.0,0
73.0,73.0,0
1.0,1.0,0
1.0,1.0,0
1.0,54.0,0
1.0,-6797.0,0
100.0,100.0,0
100.0,100.0,0
1.0,1.0,0
1.0,1.0,0
1.0,-1040.0,0
1.0,-766.0,0
-27940.0,-27940.0,0
-27965.0,-27965.0,0
10.0,67119.0,0
10.0,42649.0,0
100.0,100.0,0
100.0,100.0,0
133406.0,133406.0,0
129755.0,129755.0,0
6097.0,6097.0,0
15708.0,15708.0,0
37562.0,37562.0,0
10192.0,10192.0,0
8238.0,8238.0,0
11757.0,11757.0,0
1.0,1.0,0
1.0,1.0,0
14785.0,14785.0,0
17456.0,17456.0,0
57969.0,57969.0,0
64786.0,64786.0,0
100.0,-1811.0,0
100.0,-1958.0,0
7083.0,7083.0,0
3258.0,3258.0,0
-13807.0,-13807.0,0
3430.0,3430.0,0
1.0,1.0,0
1.0,1.0,0
-1928.0,-1928.0,0
2137.0,2137.0,0
12946.0,12946.0,0
16586.0,16586.0,0
1.0,1.0,0
1.0,1.0,0
84286.0,84286.0,0
58447.0,58447.0,0
-3627.0,-3627.0,0
1923.0,1923.0,0
21956.0,21956.0,0
20574.0,20574.0,0
1.0,1.0,0
1.0,1.0,0
3693.0,3693.0,0
1920.0,1920.0,0
1.0,1.0,0
1.0,1.0,0
2767.0,2767.0,0
2461.0,2461.0,0
20.0,28138.0,0
20.0,29907.0,0
23508.0,23508.0,0
23508.0,23508.0,0
-47886.0,-47886.0,0
-33705.0,-33705.0,0
2.0,2.0,0
2.0,2.0,0
100.0,100.0,0
87396.0,87396.0,0
86310.0,86310.0,0
8536.0,8536.0,0
107.0,107.0,0
10.0,-38080.0,0
10.0,-25792.0,0
63980.0,63980.0,0
91317.0,91317.0,0
10000.0,10000.0,0
10000.0,10000.0,0
100.0,6178.0,0
100.0,11846.0,0
100.0,46.0,0
9423.0,9423.0,0
11433.0,11433.0,0
1.0,18886.0,0
1.0,17404.0,0
210.0,210.0,0
138.0,138.0,0
2.0,893.0,0
2.0,663.0,0
2.0,2.0,0
2.0,2.0,0
904.0,904.0,0
470.0,470.0,0
2.0,2.0,0
2.0,2.0,0
-3266.0,-3266.0,0
-251.0,-251.0,0
-5126.0,-5126.0,0
4653.0,4653.0,0
30941.0,30941.0,0
608.0,608.0,0
42041.0,42041.0,0
30941.0,30941.0,0
1.0,6701.0,0
1.0,-1062.0,0
27929.0,27929.0,0
32826.0,32826.0,0
285.0,285.0,0
455.0,455.0,0
-110587.0,-110587.0,0
-145428.0,-145428.0,0
100.0,200845.0,0
100.0,32640.0,0
1.0,10218.0,0
1.0,10218.0,0
100.0,-85811.0,0
100.0,-16298.0,0
1.0,1.0,0
1.0,1.0,0
69266.0,69266.0,0
107394.0,107394.0,0
1.0,4006.0,0
1.0,-2244.0,0
1.0,88.0,0
1.0,60.0,0
20828.0,20828.0,0
15093.0,15093.0,0
1.0,1.0,0
1.0,1.0,0
251201.0,251201.0,0
88473.0,88473.0,0
100.0,564.0,0
1.0,138.0,0
23844.0,23844.0,0
12382.0,12382.0,0
5678.0,5678.0,0
180.0,180.0,0
2684.0,2684.0,0
100.0,100.0,0
100.0,100.0,0
100.0,100.0,0
100.0,100.0,0
9440.0,9440.0,0
9200.0,9200.0,0
-1628.0,-1628.0,0
-1024.0,-1024.0,0
2.0,-5023.0,0
2.0,2330.0,0
2.0,87812.0,0
2.0,79877.0,0
300.0,278754.0,0
300.0,238870.0,0
-44754.0,-44754.0,0
-40624.0,-40624.0,0
-193018.0,-193018.0,0
-185330.0,-185330.0,0
100.0,34926.0,0
100.0,35939.0,0
100.0,100.0,0
100.0,100.0,0
10.0,55730.0,0
10.0,63038.0,0
15311.0,15311.0,0
12626.0,12626.0,0
-7908.0,-7908.0,0
6349.0,6349.0,0
1.0,1.0,0
1.0,1.0,0
25238.0,25238.0,0
22520.0,22520.0,0
100.0,56186.0,0
100.0,49656.0,0
53658.0,53658.0,0
20645.0,20645.0,0
1002.0,1002.0,0
1002.0,1002.0,0
2072.0,2072.0,0
1939.0,1939.0,0
3484.0,3484.0,0
5085.0,5085.0,0
5.0,156236.0,0
5.0,155639.0,0
50775.0,50775.0,0
44581.0,44581.0,0
100.0,100.0,0
100.0,1002.0,0
-92632.0,-92632.0,0
-61204.0,-61204.0,0
-117.0,-117.0,0
-3.0,-3.0,0
2.0,2.0,0
2.0,2.0,0
57984.0,57984.0,0
33241.0,33241.0,0
100.0,7.0,0
100.0,1007.0,0
1.0,1.0,0
1.0,1.0,0
283.0,283.0,0
710.0,710.0,0
15954.0,15954.0,0
10915.0,10915.0,0
10000.0,10000.0,0
10000.0,10000.0,0
50000.0,50000.0,0
50000.0,50000.0,0
100.0,-585.0,0
100.0,-2500.0,0
1.0,1.0,0
1.0,1.0,0
1.0,-2419.0,0
1.0,-16761.0,0
200.0,356529.0,0
100.0,301525.0,0
5972.0,5972.0,0
11213.0,11213.0,0
100.0,309257.0,0
100.0,248536.0,0
100.0,100.0,0
100.0,100.0,0
-9271.0,-9271.0,0
-5053.0,-5053.0,0
100.0,1866.0,0
100.0,1994.0,0
-15704.0,-15704.0,0
-16755.0,-16755.0,0
38073.0,38073.0,0
35793.0,35793.0,0
1311.0,1311.0,0
25723.0,25723.0,0
1.0,1.0,0
1.0,1.0,0
10000.0,10000.0,0
10000.0,10000.0,0
15715.0,15715.0,0
16962.0,16962.0,0
1.0,1.0,0
1.0,1.0,0
89300.0,89300.0,0
89300.0,89300.0,0
50000.0,50000.0,0
50000.0,50000.0,0
2.0,-148.0,0
2.0,-254.0,0
66100.0,66100.0,0
60245.0,60245.0,0
50000.0,50000.0,0
50000.0,50000.0,0
1.0,72794.0,0
1.0,88067.0,0
1.0,112279.0,0
